SEQN,Gender,Age,BodyWeight
97595,M,36,57.9
97596,F,13,NA
97597,F,77,69.9
97598,F,40,84
97599,M,1,11
97600,F,23,62.8
97601,F,22,97.2
97602,F,40,92.3
97603,M,39,NA
97604,M,2,12.8
97605,F,67,65.6
97606,F,80,57.3
97607,M,16,60.1
97608,M,79,71.7
97609,M,66,69.9
97610,M,28,77.9
97611,M,68,81.7
97612,M,0,4.2
97613,F,7,27.6
97614,F,3,17.1
97615,M,46,NA
97616,F,2,12.4
97617,M,30,56.8
97618,M,64,94.9
97619,M,65,89.7
97620,F,41,115.2
97621,F,19,54.7
97622,M,8,52.1
97623,F,71,76.6
97624,F,32,43.6
97625,M,13,87.3
97626,F,73,67.4
97627,F,34,161.4
97628,M,0,9.1
97629,F,33,59.7
97630,F,78,80.9
97631,F,18,100
97632,M,11,79.3
97633,M,23,NA
97634,M,0,4.8
97635,F,56,67.8
97636,F,0,4.6
97637,F,1,9.5
97638,M,51,81.1
97639,M,60,NA
97640,M,41,95.7
97641,F,49,64.2
97642,M,74,97.3
97643,F,40,104.9
97644,M,24,128.1
97645,M,1,13.4
97646,F,9,29.1
97647,F,14,49.5
97648,F,32,126.3
97649,F,70,NA
97650,F,69,75
97651,F,15,67.3
97652,M,17,61.9
97653,F,2,13.1
97654,F,2,17
97655,M,0,8.7
97656,M,60,130.6
97657,F,60,54.1
97658,F,5,25.6
97659,M,46,72.3
97660,F,5,25.3
97661,F,38,94
97662,M,73,69.3
97663,M,2,14.9
97664,M,10,NA
97665,F,2,14.3
97666,M,69,91.5
97667,F,62,110.2
97668,M,77,170.8
97669,F,15,71.2
97670,F,27,89.1
97671,F,20,70.8
97672,F,45,75.2
97673,M,0,8
97674,F,9,41.8
97675,F,41,71
97676,M,63,68.7
97677,M,7,23.3
97678,M,11,61.2
97679,F,4,19.7
97680,M,0,7.1
97681,M,5,21.3
97682,M,53,NA
97683,F,49,66.2
97684,F,47,134.5
97685,M,23,110.5
97686,F,8,34.2
97687,M,23,NA
97688,F,56,105.5
97689,M,60,98.1
97690,F,2,14.5
97691,F,29,84.3
97692,M,31,77.2
97693,M,80,61.9
97694,F,19,95.5
97695,F,52,69
97696,M,15,80.1
97697,M,67,82.9
97698,F,47,NA
97699,F,55,65.6
97700,F,5,18.2
97701,M,42,142.9
97702,F,21,90.4
97703,M,35,92.1
97704,F,54,83.2
97705,F,33,69.4
97706,M,50,90.8
97707,F,6,27
97708,M,76,87.5
97709,F,22,84.2
97710,F,5,15.9
97711,F,80,49.7
97712,F,69,92
97713,F,80,65.5
97714,M,47,87.2
97715,M,11,41.3
97716,F,29,65.9
97717,M,12,95.1
97718,F,1,NA
97719,M,80,77.5
97720,M,15,86.4
97721,F,1,13.2
97722,F,24,55.9
97723,F,19,75.8
97724,M,80,NA
97725,F,1,10.9
97726,F,39,70.4
97727,M,53,164.8
97728,M,79,69.8
97729,F,16,109.6
97730,F,19,38.6
97731,F,1,9.6
97732,F,10,40.9
97733,F,0,9.1
97734,M,1,12.2
97735,M,30,107.2
97736,M,9,33
97737,M,57,72.9
97738,F,1,10.3
97739,F,36,49
97740,F,52,82
97741,F,36,58.5
97742,F,12,58.5
97743,F,46,NA
97744,M,55,66.2
97745,M,66,64.7
97746,M,71,85.5
97747,M,47,72.4
97748,F,50,57.6
97749,M,0,8.4
97750,M,67,86.2
97751,F,54,62.6
97752,M,77,114.9
97753,M,62,150.6
97754,M,12,38.9
97755,F,13,47
97756,F,23,154.6
97757,M,0,5.5
97758,F,54,102.9
97759,F,10,NA
97760,F,55,100.2
97761,F,56,68.8
97762,F,50,93
97763,F,21,53.3
97764,M,45,74.6
97765,F,53,59.3
97766,M,65,113.4
97767,F,9,NA
97768,F,56,73.3
97769,M,80,70.3
97770,F,61,111.6
97771,F,31,131.7
97772,M,16,76.6
97773,F,26,83.9
97774,M,33,51
97775,M,67,76.4
97776,F,58,74.1
97777,M,60,85.3
97778,F,14,49.6
97779,F,46,82.3
97780,F,0,9.1
97781,F,6,27.3
97782,F,39,72.6
97783,F,46,124.6
97784,M,31,82.4
97785,F,16,71.2
97786,M,13,54.1
97787,M,52,72.9
97788,M,73,74
97789,F,0,8.5
97790,M,60,82.6
97791,M,11,33.8
97792,M,14,114.4
97793,M,19,78.4
97794,F,45,67.8
97795,F,33,62.1
97796,F,13,74.7
97797,F,15,55.9
97798,M,17,93.4
97799,M,18,85.8
97800,M,17,83.4
97801,M,80,81.2
97802,M,71,99.4
97803,M,5,21.1
97804,M,4,15.9
97805,M,16,65.5
97806,F,18,61
97807,M,11,67.1
97808,F,1,10.8
97809,M,71,130.9
97810,M,57,87.4
97811,F,26,75.6
97812,M,10,36.8
97813,F,60,88.2
97814,M,13,NA
97815,M,0,10.2
97816,M,9,32.6
97817,F,64,45.8
97818,F,0,4.3
97819,F,13,76.2
97820,F,2,12.2
97821,F,7,29.9
97822,F,42,70.2
97823,M,29,90
97824,M,3,13.6
97825,M,18,78.5
97826,M,76,NA
97827,M,50,80.2
97828,M,74,67.6
97829,M,24,191.3
97830,M,60,108
97831,M,80,NA
97832,M,73,75.8
97833,M,3,19.9
97834,M,1,12.2
97835,F,49,84.9
97836,F,11,43.2
97837,M,0,9.9
97838,F,8,34
97839,F,13,111.9
97840,M,32,73.5
97841,F,44,91.6
97842,M,1,16
97843,M,11,35.8
97844,M,19,NA
97845,M,47,89
97846,F,9,43.1
97847,F,65,58.7
97848,F,30,53.5
97849,M,5,24.1
97850,F,64,82.4
97851,M,23,77
97852,F,11,52.5
97853,F,20,66.2
97854,M,0,9.5
97855,M,9,29.8
97856,M,6,20.9
97857,M,0,8.2
97858,M,27,NA
97859,M,60,61.7
97860,M,3,17.3
97861,F,47,85.3
97862,M,19,60.6
97863,M,13,96.2
97864,M,37,NA
97865,M,10,45.4
97866,M,39,113.8
97867,F,6,31.6
97868,M,26,NA
97869,F,80,85.2
97870,F,8,35.1
97871,F,64,79.8
97872,M,2,NA
97873,M,18,NA
97874,F,55,67.3
97875,F,7,25.4
97876,M,58,86.1
97877,F,29,54.7
97878,F,49,82.3
97879,F,4,24.7
97880,M,0,10.8
97881,M,13,59.2
97882,F,18,83
97883,F,71,71.6
97884,M,3,17.3
97885,M,0,5.7
97886,F,54,53.2
97887,F,80,NA
97888,M,0,6.3
97889,M,10,32.7
97890,F,11,39.4
97891,M,69,67
97892,F,15,55.7
97893,M,63,NA
97894,F,67,83.2
97895,M,63,74.2
97896,F,57,54.6
97897,M,58,116.6
97898,M,11,NA
97899,M,29,113.5
97900,M,1,8.7
97901,M,45,80.2
97902,M,62,82.6
97903,F,78,88.4
97904,M,34,83.8
97905,F,64,84
97906,M,7,37.8
97907,M,0,8.2
97908,M,62,78.2
97909,F,45,89.4
97910,M,12,42.8
97911,F,10,55.1
97912,M,2,17.9
97913,M,37,NA
97914,F,6,25.5
97915,F,42,69.8
97916,F,73,110.6
97917,F,0,9.6
97918,F,18,69.4
97919,F,70,65.6
97920,F,0,4.9
97921,F,6,19.3
97922,M,9,25.3
97923,F,43,50
97924,M,41,67.2
97925,F,14,61.1
97926,M,80,73.9
97927,F,10,48.4
97928,M,56,87.4
97929,F,76,79.9
97930,M,32,88.4
97931,F,16,58.2
97932,F,80,NA
97933,M,14,94.6
97934,M,25,72.3
97935,M,22,61.9
97936,F,64,NA
97937,F,61,47.9
97938,M,35,242.6
97939,F,1,13.6
97940,M,29,77.3
97941,F,28,69.8
97942,F,2,NA
97943,F,19,96.1
97944,F,63,62.2
97945,F,28,65.3
97946,F,34,82.7
97947,F,80,74.7
97948,F,32,55.3
97949,F,30,58.7
97950,F,69,71
97951,F,24,50.4
97952,M,57,75.6
97953,F,7,33.2
97954,F,67,79.4
97955,M,65,80.9
97956,M,80,79.8
97957,M,0,5.1
97958,F,24,92.6
97959,M,80,NA
97960,F,27,79.3
97961,M,14,NA
97962,M,0,10.5
97963,M,29,87.4
97964,M,74,88.9
97965,M,32,143.4
97966,F,54,73.7
97967,F,40,62.3
97968,F,1,NA
97969,F,62,79.9
97970,F,61,79.2
97971,M,71,106.4
97972,F,30,131.6
97973,M,64,78.6
97974,F,44,49.3
97975,M,4,18.7
97976,M,62,75.7
97977,M,40,134.4
97978,F,41,130.9
97979,M,14,53
97980,M,78,76.7
97981,M,5,20.8
97982,F,52,88.3
97983,M,61,92.3
97984,M,9,30.7
97985,F,80,78.2
97986,F,29,121.3
97987,F,58,57.5
97988,M,14,76.3
97989,F,16,60.2
97990,F,10,NA
97991,M,18,62.6
97992,M,6,20.4
97993,F,16,50.1
97994,M,0,11.4
97995,M,47,89.3
97996,F,75,53.8
97997,F,70,74.9
97998,F,4,21.2
97999,F,80,97.5
98000,F,7,21.6
98001,M,16,68.2
98002,M,16,57.9
98003,F,8,NA
98004,F,17,68
98005,M,67,86.5
98006,M,36,86.7
98007,M,31,74.7
98008,F,80,69.5
98009,M,57,61.2
98010,F,27,52
98011,M,3,15
98012,M,13,62.7
98013,F,4,17.7
98014,F,59,103.8
98015,M,49,73.4
98016,F,69,82
98017,F,0,6.4
98018,M,22,68.1
98019,M,80,94.2
98020,M,0,9.2
98021,F,9,37.6
98022,F,18,62.5
98023,F,37,84.9
98024,F,61,98
98025,M,15,64.5
98026,F,4,17.5
98027,M,6,23.8
98028,F,34,80.1
98029,F,66,57.5
98030,F,24,55.6
98031,M,31,105.5
98032,M,72,81
98033,F,42,76
98034,M,43,97.6
98035,F,35,85.2
98036,F,38,79.3
98037,F,6,16.9
98038,F,15,46
98039,M,1,11
98040,M,65,65.1
98041,F,55,83.6
98042,M,8,38.3
98043,M,61,85.8
98044,M,12,36.5
98045,F,40,64.6
98046,F,49,103.1
98047,M,53,84.2
98048,F,30,53.2
98049,M,67,70.4
98050,F,27,NA
98051,M,9,28.9
98052,F,26,69.7
98053,M,57,NA
98054,M,43,NA
98055,F,0,9.1
98056,F,34,91.9
98057,M,21,134
98058,F,80,NA
98059,F,0,5.8
98060,M,80,77.9
98061,M,19,74.1
98062,F,80,79.9
98063,F,3,14.4
98064,M,10,NA
98065,F,29,51.2
98066,M,19,67
98067,M,36,NA
98068,F,14,50.9
98069,F,2,11.4
98070,M,4,15.4
98071,F,61,66.2
98072,M,6,24.4
98073,F,23,40.4
98074,M,2,14.7
98075,F,66,74.2
98076,F,2,13.5
98077,M,31,77.5
98078,F,9,NA
98079,M,11,37.4
98080,M,5,19.9
98081,M,56,62.4
98082,F,46,93.8
98083,F,54,59.3
98084,F,80,NA
98085,M,59,84.1
98086,F,80,NA
98087,F,74,62.6
98088,M,33,96.4
98089,M,7,27.8
98090,F,11,53
98091,F,3,17.7
98092,M,41,85.9
98093,M,7,23
98094,F,45,94.2
98095,F,80,62.4
98096,F,36,61.5
98097,M,29,109.9
98098,F,3,18.4
98099,M,54,81.6
98100,M,33,115.9
98101,M,48,83.9
98102,F,35,72
98103,M,37,71.5
98104,M,3,13
98105,M,1,12.9
98106,F,76,71.1
98107,M,61,96.2
98108,M,1,11.5
98109,M,77,59.9
98110,M,74,95.4
98111,F,19,84
98112,F,4,11.5
98113,F,25,123.5
98114,F,52,61.4
98115,F,4,18.8
98116,M,5,26.3
98117,F,8,39.1
98118,M,7,21.2
98119,F,30,91.6
98120,F,41,110.8
98121,M,73,79.5
98122,M,14,62.1
98123,M,4,19.3
98124,M,31,71.8
98125,F,76,59.1
98126,M,80,NA
98127,F,64,NA
98128,F,9,41.7
98129,F,14,51.4
98130,M,68,103.3
98131,F,40,95.3
98132,M,15,75.9
98133,F,80,59
98134,M,62,66.7
98135,F,42,128.5
98136,F,0,8.6
98137,F,78,59.3
98138,M,40,85.7
98139,M,60,76.3
98140,F,2,12.1
98141,F,56,77.8
98142,M,65,NA
98143,F,80,54.4
98144,F,45,58
98145,F,24,65.3
98146,M,16,65
98147,M,29,99.9
98148,F,37,56.7
98149,M,15,49.4
98150,M,14,66.2
98151,F,6,25.1
98152,M,62,78.7
98153,M,55,53.8
98154,M,7,35.2
98155,M,1,10.4
98156,F,46,72
98157,F,6,22.4
98158,M,69,63
98159,M,0,7.1
98160,F,4,30.4
98161,F,43,92.1
98162,F,70,57
98163,F,17,104.7
98164,F,14,67.8
98165,M,55,110.2
98166,F,2,NA
98167,F,5,23.9
98168,F,55,70.1
98169,F,28,75
98170,F,18,75.1
98171,F,0,6.7
98172,M,62,79.8
98173,F,71,71.7
98174,M,48,98.3
98175,F,69,77.3
98176,M,13,69.9
98177,F,15,58.1
98178,M,47,87.4
98179,M,0,4.4
98180,M,49,107.8
98181,M,1,9.9
98182,F,2,10.9
98183,F,6,18.7
98184,F,15,79.8
98185,F,11,36.2
98186,F,11,63.5
98187,F,32,64.3
98188,M,10,31.7
98189,M,43,68.6
98190,M,12,81.9
98191,F,2,11.1
98192,M,0,6.9
98193,F,0,7.9
98194,F,60,72.6
98195,M,28,75.3
98196,M,1,8.8
98197,M,69,91.2
98198,M,80,89.7
98199,F,19,63
98200,F,1,14.7
98201,M,27,NA
98202,M,50,92.6
98203,M,35,81
98204,M,60,72.7
98205,F,80,83.1
98206,M,1,12.7
98207,M,46,123.7
98208,F,39,65.7
98209,M,58,90
98210,M,17,76
98211,M,74,83.9
98212,F,18,55.4
98213,M,15,73
98214,F,37,75.2
98215,F,51,76.9
98216,M,47,80.1
98217,F,9,NA
98218,F,33,50.9
98219,F,6,24.2
98220,M,50,151
98221,M,17,79.3
98222,F,26,63.7
98223,M,52,112.2
98224,F,14,50.7
98225,M,26,121.8
98226,F,11,49.1
98227,F,61,70.2
98228,F,52,173.4
98229,F,10,52.8
98230,F,61,45.6
98231,F,16,NA
98232,M,1,13.7
98233,M,8,30.3
98234,M,3,16.5
98235,F,10,41.5
98236,F,80,46.8
98237,M,0,9.4
98238,F,44,85.6
98239,F,0,9.2
98240,M,0,9.3
98241,M,32,79.5
98242,F,53,91.9
98243,M,35,94.6
98244,M,80,49.6
98245,F,1,10.5
98246,F,11,27.7
98247,M,6,22.3
98248,F,7,23.4
98249,M,11,36.1
98250,M,80,90.3
98251,M,47,123.5
98252,M,17,65.3
98253,F,59,57.4
98254,F,2,15.5
98255,F,19,66.6
98256,F,25,75.7
98257,M,71,57.7
98258,M,73,97.8
98259,F,52,185
98260,M,16,62.6
98261,M,6,25.1
98262,M,59,83
98263,F,8,50.1
98264,M,72,104.9
98265,M,1,11.1
98266,F,41,93
98267,M,49,71.1
98268,M,15,69.1
98269,M,76,58.7
98270,F,62,115.2
98271,M,50,79
98272,M,55,128
98273,M,8,27.2
98274,F,52,109.3
98275,M,3,18.8
98276,M,7,29.4
98277,F,18,58.1
98278,F,70,NA
98279,F,8,26.8
98280,F,31,71.3
98281,M,5,20.8
98282,M,11,37
98283,F,10,40
98284,F,38,146.6
98285,F,24,66.5
98286,M,2,17.1
98287,F,61,96.6
98288,M,64,91.5
98289,M,71,83.3
98290,M,10,62
98291,M,5,18.6
98292,F,42,NA
98293,F,52,106
98294,M,10,43.5
98295,F,23,66.8
98296,M,12,51.1
98297,F,10,49.3
98298,F,28,111.3
98299,M,64,83.7
98300,F,48,91.8
98301,F,68,83.9
98302,M,29,86.9
98303,F,34,68.9
98304,F,79,50.7
98305,F,14,57.3
98306,M,1,11.3
98307,F,1,9.6
98308,M,35,68.4
98309,F,73,61.7
98310,F,47,100.8
98311,F,13,72
98312,M,9,30.8
98313,F,14,NA
98314,M,25,112.7
98315,M,38,NA
98316,F,63,93.3
98317,M,10,43.9
98318,M,40,118.5
98319,F,3,15.7
98320,F,48,97.8
98321,F,2,12.9
98322,F,29,114.7
98323,F,31,61.6
98324,M,61,NA
98325,M,17,85.4
98326,F,55,54.1
98327,F,12,45.9
98328,F,30,64.4
98329,F,0,4.7
98330,M,16,96
98331,F,64,46.5
98332,F,34,84.8
98333,M,36,77.3
98334,M,62,87.4
98335,F,1,NA
98336,F,41,110.1
98337,F,6,22.4
98338,M,54,53.9
98339,M,80,102.6
98340,F,13,54.6
98341,M,71,54.1
98342,F,9,27.1
98343,F,31,52.6
98344,M,80,NA
98345,M,22,98.8
98346,F,7,31.9
98347,M,80,56.2
98348,M,5,22.8
98349,F,16,63.9
98350,F,36,100.4
98351,F,38,71.1
98352,M,18,62.2
98353,F,68,57.4
98354,F,57,116.5
98355,F,53,66.5
98356,M,3,15.2
98357,M,21,59
98358,M,33,81.9
98359,M,16,64.7
98360,M,71,75.9
98361,F,1,12.2
98362,M,37,NA
98363,M,10,41.1
98364,M,37,87.8
98365,M,6,22.9
98366,F,80,NA
98367,F,6,21.3
98368,M,80,90.1
98369,M,69,78.9
98370,M,20,56.2
98371,F,63,156.9
98372,M,70,58.9
98373,F,62,73.1
98374,F,42,95
98375,M,19,112
98376,M,20,50.9
98377,F,7,26.9
98378,F,17,75.7
98379,F,63,80.1
98380,M,12,84.2
98381,M,40,82.5
98382,F,10,47.2
98383,M,69,70.3
98384,F,54,61.7
98385,M,61,109.3
98386,F,15,93.1
98387,M,5,20.6
98388,M,8,20.6
98389,M,11,77.5
98390,F,65,85.2
98391,F,80,55.8
98392,M,47,74.8
98393,F,80,73.2
98394,F,38,66.9
98395,F,24,59.2
98396,F,12,43.1
98397,M,16,58.7
98398,F,10,40.3
98399,M,54,79.1
98400,M,10,57.5
98401,M,41,92.3
98402,M,22,NA
98403,M,27,86.2
98404,M,14,117.1
98405,F,71,NA
98406,F,13,29.3
98407,M,4,21.9
98408,F,19,54.1
98409,M,2,12.6
98410,F,10,38.9
98411,F,18,93.4
98412,F,67,82.7
98413,M,80,76.9
98414,F,70,74.1
98415,M,5,19.6
98416,F,25,52.4
98417,F,79,51.7
98418,M,14,81.3
98419,M,12,43.2
98420,F,27,58.5
98421,M,62,83.7
98422,F,63,73.2
98423,F,80,60.3
98424,M,80,82.6
98425,M,9,30.6
98426,M,28,63.9
98427,M,18,55.4
98428,F,25,79.1
98429,F,80,66.7
98430,F,8,23.3
98431,F,69,75.4
98432,M,1,12.4
98433,M,71,116
98434,M,4,20.1
98435,F,21,61
98436,M,36,85.2
98437,F,32,67.9
98438,F,62,89.4
98439,M,3,15.8
98440,F,19,47.7
98441,M,22,157.9
98442,F,22,94.5
98443,F,21,64.5
98444,F,59,90.5
98445,F,25,68.3
98446,M,13,52.9
98447,M,32,153.8
98448,F,24,115.7
98449,F,12,52.4
98450,F,15,76.8
98451,M,6,25.5
98452,M,52,71
98453,M,7,25.3
98454,F,63,86.4
98455,F,5,17.2
98456,M,36,64.8
98457,M,80,53.4
98458,M,24,85.5
98459,F,12,39.7
98460,F,27,82.4
98461,F,54,49.2
98462,M,71,85.4
98463,F,66,83.3
98464,M,7,26.6
98465,F,14,50.5
98466,M,0,6.3
98467,F,3,13.7
98468,F,14,53.5
98469,M,41,71.4
98470,F,38,76.5
98471,M,47,NA
98472,F,2,14.5
98473,F,65,73.1
98474,M,35,67.4
98475,M,22,104.7
98476,M,2,15.6
98477,F,12,48.4
98478,F,3,14.2
98479,M,27,67.2
98480,M,80,NA
98481,M,60,96.7
98482,F,16,NA
98483,F,26,51.6
98484,F,13,39.7
98485,M,21,67.1
98486,F,12,32.4
98487,F,0,6.4
98488,M,7,40.9
98489,F,55,94.3
98490,M,24,94
98491,F,61,149
98492,F,0,10.3
98493,F,18,65.7
98494,F,25,64.2
98495,M,48,77.1
98496,F,46,93.4
98497,M,2,NA
98498,F,74,58.7
98499,M,12,38.3
98500,F,56,62.7
98501,F,68,72.3
98502,F,80,101.9
98503,M,1,11.8
98504,M,18,60.8
98505,M,16,95.3
98506,F,64,99.7
98507,F,16,65.7
98508,M,62,78.4
98509,F,28,109.7
98510,M,10,43.2
98511,F,12,38.7
98512,F,32,108.3
98513,M,3,NA
98514,M,32,129.4
98515,F,3,12.7
98516,M,8,37.2
98517,F,80,73.5
98518,M,2,17.7
98519,F,1,10.4
98520,M,16,62.5
98521,M,40,95.2
98522,M,17,149
98523,M,40,111.4
98524,F,49,91.5
98525,M,2,13.6
98526,M,67,68.1
98527,F,30,44.8
98528,M,32,96.8
98529,F,70,60.8
98530,M,60,96.9
98531,F,20,49.1
98532,F,3,12.8
98533,F,3,14.6
98534,M,0,NA
98535,F,80,52.5
98536,F,77,55.4
98537,F,59,79
98538,F,62,NA
98539,F,4,14.5
98540,M,63,44.1
98541,F,68,86.5
98542,F,54,84.3
98543,F,0,8
98544,F,29,59.5
98545,F,36,59.5
98546,F,10,34.5
98547,M,8,25.2
98548,M,43,70.2
98549,F,63,76.3
98550,M,40,133.4
98551,F,32,74.8
98552,F,1,11.4
98553,F,40,58.2
98554,F,63,64.6
98555,M,21,113.5
98556,M,48,67
98557,M,80,61.8
98558,F,63,73.3
98559,F,8,40.5
98560,M,16,56.8
98561,M,44,114.9
98562,F,67,71.9
98563,F,17,62.3
98564,F,39,68.5
98565,F,57,52.5
98566,F,3,14.8
98567,F,7,27.2
98568,M,78,97
98569,M,65,61.8
98570,M,0,8.3
98571,F,28,91.6
98572,F,0,4.5
98573,F,55,NA
98574,F,56,88.7
98575,M,5,17.9
98576,M,7,24.2
98577,F,11,49
98578,F,16,48
98579,F,36,61.4
98580,F,3,13.6
98581,F,67,85.2
98582,F,8,26
98583,M,17,70
98584,F,11,98.1
98585,F,51,50.3
98586,M,72,56.2
98587,F,10,45.3
98588,M,6,21.8
98589,F,21,144
98590,F,12,81.9
98591,F,11,56.5
98592,F,68,54.7
98593,F,49,NA
98594,F,38,111.1
98595,F,50,71.2
98596,M,18,48.9
98597,F,66,79.7
98598,M,65,62.4
98599,M,80,75.1
98600,M,80,55.5
98601,F,41,74.7
98602,F,64,83
98603,F,69,89
98604,M,10,28.4
98605,F,55,135.8
98606,M,47,80.1
98607,F,8,21.6
98608,M,19,102.9
98609,F,62,77.5
98610,M,77,105.7
98611,F,59,68.2
98612,M,3,NA
98613,M,10,27.6
98614,F,59,70.6
98615,M,60,93.3
98616,F,44,46.2
98617,F,55,69.3
98618,M,18,72.8
98619,M,1,11.3
98620,M,8,28.9
98621,M,1,15.1
98622,F,59,89.8
98623,F,15,58.6
98624,M,53,98.4
98625,M,0,8.3
98626,F,60,NA
98627,M,53,65.3
98628,M,48,88.2
98629,M,45,97.4
98630,M,64,101.1
98631,F,43,69.1
98632,M,4,18.8
98633,M,14,NA
98634,F,75,70.2
98635,M,13,68.6
98636,F,2,14.9
98637,F,22,NA
98638,M,65,67.1
98639,M,6,21.9
98640,M,12,59.3
98641,M,67,78.7
98642,M,12,45.4
98643,M,9,49.7
98644,F,10,34
98645,F,75,75.6
98646,F,43,72.9
98647,M,8,48.6
98648,F,80,71.8
98649,M,75,71.3
98650,M,72,69.3
98651,F,73,73.1
98652,M,2,15.5
98653,M,57,104.1
98654,M,17,119.8
98655,F,7,NA
98656,M,54,110.5
98657,M,55,82.6
98658,M,0,10.3
98659,F,7,23
98660,M,2,14.4
98661,F,31,44.6
98662,F,66,70.8
98663,F,4,17.5
98664,M,7,36.8
98665,F,66,NA
98666,M,53,105.8
98667,F,80,64.6
98668,F,0,NA
98669,M,63,94.3
98670,F,66,NA
98671,F,11,61.4
98672,F,1,10.5
98673,F,55,63.4
98674,M,8,22.2
98675,M,61,62.3
98676,M,13,63.1
98677,M,23,119.3
98678,M,10,32.5
98679,M,65,70
98680,F,37,100.6
98681,F,80,71.4
98682,M,64,74.6
98683,M,52,NA
98684,M,71,85.5
98685,F,64,81.6
98686,M,2,16.7
98687,F,30,66.6
98688,F,17,93.2
98689,M,35,89.2
98690,M,80,107.4
98691,M,56,81.8
98692,M,25,76
98693,F,56,77.6
98694,F,54,92
98695,M,18,53.2
98696,F,9,47.9
98697,M,18,56.7
98698,F,27,52.5
98699,F,68,65.9
98700,F,8,55.7
98701,F,74,70.5
98702,F,17,60.5
98703,F,69,115.2
98704,M,9,36
98705,M,61,82
98706,F,2,14.9
98707,F,63,73.5
98708,M,43,55.6
98709,F,10,NA
98710,M,24,120.9
98711,M,53,100.2
98712,F,6,20.6
98713,F,59,80.3
98714,F,40,110.3
98715,F,11,60.7
98716,F,41,112.5
98717,M,64,64.6
98718,F,35,66
98719,F,44,NA
98720,M,15,90.7
98721,F,55,90.1
98722,F,57,133.8
98723,M,3,17.3
98724,M,22,79.6
98725,M,68,70.9
98726,M,38,89.4
98727,F,4,18.9
98728,M,41,93.8
98729,F,30,44.5
98730,M,8,30.9
98731,M,4,14.9
98732,M,66,80.2
98733,F,36,83.4
98734,M,32,113.8
98735,M,2,NA
98736,M,4,17.2
98737,F,4,15.2
98738,F,8,36.5
98739,M,10,40.4
98740,M,31,87.5
98741,F,64,90.8
98742,F,80,59.9
98743,M,61,75.8
98744,F,64,77.7
98745,F,60,71
98746,F,60,98.2
98747,M,21,66.5
98748,M,50,54.7
98749,M,37,101.2
98750,F,1,10.9
98751,M,42,54.3
98752,M,68,120.9
98753,M,15,80.8
98754,M,0,5.5
98755,F,68,61.9
98756,M,80,67
98757,M,41,78
98758,F,5,19.1
98759,M,80,57.2
98760,F,0,5.8
98761,F,4,17
98762,M,28,112.6
98763,F,51,79.5
98764,F,6,NA
98765,M,4,22.1
98766,F,4,20.2
98767,F,63,62.5
98768,F,76,88.2
98769,M,41,81.6
98770,F,46,146.2
98771,M,0,4.7
98772,M,59,86.4
98773,M,14,98.1
98774,F,6,38.7
98775,M,26,87.7
98776,F,45,152.6
98777,M,7,24.6
98778,M,42,61
98779,F,0,6.9
98780,M,45,125.3
98781,F,55,93.1
98782,F,43,74.1
98783,F,40,126.3
98784,F,25,102
98785,M,0,3.2
98786,M,17,50.6
98787,F,9,46.2
98788,F,20,106.7
98789,F,53,59
98790,M,44,106
98791,M,54,73.9
98792,M,9,22.3
98793,F,46,53.5
98794,M,14,59.1
98795,F,16,53.5
98796,F,21,60.3
98797,F,55,50.1
98798,F,10,24.2
98799,F,32,125.9
98800,F,7,20.3
98801,M,14,61.2
98802,M,15,51.6
98803,M,45,127
98804,F,39,75
98805,M,2,14.7
98806,F,72,77.2
98807,F,29,79.1
98808,M,4,23.6
98809,F,1,11.7
98810,F,55,91
98811,M,1,9.8
98812,F,31,60.7
98813,M,67,71.8
98814,M,69,88
98815,F,75,47.6
98816,F,12,51
98817,F,21,52.8
98818,F,2,NA
98819,F,58,111.7
98820,M,63,101
98821,F,35,78.1
98822,M,39,84.7
98823,F,51,71.9
98824,M,24,92.8
98825,F,7,29.8
98826,F,3,13.3
98827,F,80,77.2
98828,F,29,103.6
98829,M,18,89.4
98830,M,66,102.8
98831,M,0,7
98832,F,48,79.5
98833,F,75,56.3
98834,F,55,56.5
98835,M,14,61.7
98836,M,2,NA
98837,M,80,NA
98838,F,70,51.7
98839,F,32,66.1
98840,F,50,89.1
98841,F,0,7.1
98842,M,79,61.7
98843,M,56,60.3
98844,M,76,82.7
98845,F,50,77.3
98846,F,47,83.3
98847,M,52,111.3
98848,F,78,48.1
98849,M,8,27.8
98850,M,10,44.2
98851,F,23,55.7
98852,M,5,NA
98853,M,73,69.9
98854,M,22,80.9
98855,F,5,25.3
98856,F,8,38.7
98857,M,58,67
98858,F,65,89.9
98859,M,31,NA
98860,M,8,24.1
98861,F,1,10.9
98862,F,6,26.1
98863,M,7,50.6
98864,M,62,93.6
98865,M,36,72
98866,M,19,65.2
98867,M,60,88.5
98868,M,20,67.7
98869,M,75,78.5
98870,F,24,72.6
98871,M,8,27
98872,F,44,98.2
98873,F,1,12.1
98874,F,3,15.1
98875,F,9,24.3
98876,M,22,64.6
98877,M,39,62
98878,F,42,74.5
98879,F,3,19.5
98880,M,48,90.4
98881,M,4,18.3
98882,M,1,10.3
98883,F,18,59.1
98884,M,76,90.6
98885,M,15,82
98886,M,9,36.5
98887,F,80,NA
98888,F,0,8.5
98889,F,7,39.5
98890,M,16,63.5
98891,F,53,63.1
98892,M,55,70.8
98893,M,69,70.7
98894,M,35,85.7
98895,M,38,102
