source.type,pucid,product,form,prevalence,freq,indoor,dietary,migration,dirderm,diringest,dirinhaer,dirinhvap,downthedrain,indir.fug,indir.y0
product,CP.0700.030,glass cleaner,wipes,0.2,5,1,0,0,1,0,0,1,1,1,0
product,CP.0700.030,glass cleaner,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,CP.0700.030,glass cleaner,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,CP.0700.030,glass cleaner,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,CP.0700.040,surface cleaner,powder,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,CP.0700.040,surface cleaner,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,CP.0700.040,surface cleaner,wipes,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,CP.0700.040,surface cleaner,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,CP.0700.040,surface cleaner,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,CP.0700.040,surface cleaner,foam spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,CP.0800.010,hand cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.0800.010,hand cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.0800.010,hand cleaner,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.0800.010,hand cleaner,wipes,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.0900.010,heavy duty cleaner,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,CP.0900.010,heavy duty cleaner,powder,0.5,2,1,0,0,1,0,0,1,1,1,0
product,CP.1000.010,houseplant care,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1000.010,houseplant care,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1000.010,houseplant care,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,CP.1100.010,lamp oil/lighter fluid,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,CP.1200.041,anti-static spray,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.041,anti-static spray,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.010,dry cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,CP.1200.020,dryer sheets,impregnated sheets,1,1,1,0,0,1,0,0,1,0,1,0
product,CP.1200.030,fabric deodorizer,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.030,fabric deodorizer,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.040,fabric protectant,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.040,fabric protectant,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,CP.1200.050,fabric softener,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,CP.1200.060,laundry detergent,pods,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.060,laundry detergent,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.060,laundry detergent,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.060,laundry detergent,solid,0.25,4,1,0,0,1,0,0,1,0,1,0
product,CP.1200.070,laundry fragrance,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1200.070,laundry fragrance,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.070,laundry fragrance,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.070,laundry fragrance,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1200.080,laundry stain remover,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.080,laundry stain remover,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.080,laundry stain remover,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1200.080,laundry stain remover,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1200.090,laundry starch,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,CP.1200.090,laundry starch,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1200.090,laundry starch,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,CP.1300.010,lime remover,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1300.010,lime remover,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1300.010,lime remover,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,CP.1400.010,metal polish,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1400.010,metal polish,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1400.010,metal polish,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,CP.1500.010,oven cleaner,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1500.010,oven cleaner,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1500.010,oven cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1500.010,oven cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1600.010,shoe polish or protectant,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1600.010,shoe polish or protectant,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1600.010,shoe polish or protectant,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1600.010,shoe polish or protectant,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1700.010,upholstery cleaner,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1700.010,upholstery cleaner,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1700.010,upholstery cleaner,foam spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1700.010,upholstery cleaner,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1800.010,wood polish,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,CP.1800.010,wood polish,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1800.010,wood polish,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,CP.1800.010,wood polish,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,EL.0300.050,printer ink,cartridge,1,1,1,0,0,1,0,0,1,0,1,0
product,EL.0300.060,printer toner,cartridge,1,1,1,0,0,1,0,0,1,0,1,0
product,EL.0400.010,electronics cleaner,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,EL.0400.010,electronics cleaner,pump spray,0.5,2,1,0,0,1,0,1,1,1,1,0
product,HM.0100.010,adhesive remover,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,HM.0100.010,adhesive remover,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.0100.010,adhesive remover,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,HM.0100.010,adhesive remover,wipes,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.0100.020,multipurpose adhesive,aerosol,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,HM.0100.020,multipurpose adhesive,foam spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,HM.0100.020,multipurpose adhesive,liquid,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,HM.0100.020,multipurpose adhesive,paste,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,HM.0100.020,multipurpose adhesive,pump spray,0.166666667,6,1,0,0,1,0,1,1,1,1,0
product,HM.0100.020,multipurpose adhesive,two component,0.166666667,6,1,0,0,1,0,0,1,1,1,0
product,HM.0100.030,wood adhesive,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,HM.0100.030,wood adhesive,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.0100.030,wood adhesive,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.0100.030,wood adhesive,powder,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.0400.010,caulk/sealant,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0400.010,caulk/sealant,paste,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0400.010,caulk/sealant,foam spray,0.25,4,0,0,0,1,0,1,1,0,0,0
product,HM.0400.010,caulk/sealant,two component,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0500.010,concrete,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0500.010,concrete,paste,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0500.010,concrete,solid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0500.010,concrete,two component,0.25,4,0,0,0,1,0,0,1,0,0,0
product,HM.0600.010,corrosion protection,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,HM.0600.010,corrosion protection,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.0700.010,degreaser,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.0700.010,degreaser,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.0700.010,degreaser,powder,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.0800.010,wood finish,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,HM.0800.010,wood finish,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1000.010,spray foam,foam spray,1,1,1,0,0,1,0,1,1,0,1,0
product,HM.1200.010,lock deicer,aerosol,0.333333333,3,0,0,0,1,0,1,1,0,0,0
product,HM.1200.010,lock deicer,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,HM.1200.010,lock deicer,pump spray,0.333333333,3,0,0,0,1,0,1,1,0,0,0
product,HM.1300.010,lubricant,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,HM.1300.010,lubricant,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,HM.1300.010,lubricant,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,HM.1300.010,lubricant,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,HM.1300.010,lubricant,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,HM.1400.011,oil-based paint,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,HM.1400.011,oil-based paint,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1400.010,paint,aerosol,0.25,4,1,0,0,1,0,1,1,1,1,0
product,HM.1400.010,paint,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,HM.1400.020,paint cleaner,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,HM.1400.030,paint texture,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1400.030,paint texture,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1400.040,paint thinner,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,HM.1400.050,primer,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.1400.050,primer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1400.060,stain,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,HM.1400.070,stripper,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1400.070,stripper,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1400.070,stripper,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1400.012,water-based paint,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.1400.012,water-based paint,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1500.020,putty or filler,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1500.020,putty or filler,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1500.020,putty or filler,solid,0.333333333,3,1,0,0,1,0,0,1,0,1,0
product,HM.1500.010,wall patch and repair,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1500.010,wall patch and repair,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.1600.010,plumbing,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1600.010,plumbing,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1600.010,plumbing,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.1700.010,refrigerant,gas,0.5,2,1,0,0,1,0,0,1,0,1,0
product,HM.1700.010,refrigerant,liquid,0.5,2,1,0,0,1,0,0,1,0,1,0
product,HM.1800.010,roof,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,HM.1800.010,roof,paste,0.5,2,0,0,0,1,0,0,1,0,0,0
product,HM.1900.010,septic system,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,HM.1900.010,septic system,powder,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,HM.1900.010,septic system,solid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,HM.2000.010,glass surface sealer,aerosol,0.5,2,1,0,0,1,0,1,1,1,1,0
product,HM.2000.010,glass surface sealer,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,HM.2000.030,stone surface sealer,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.2000.030,stone surface sealer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.2000.030,stone surface sealer,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.2000.040,surface sealer,aerosol,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.2000.040,surface sealer,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,HM.2000.040,surface sealer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,HM.2100.010,grout sealer,pump spray,0.2,5,0,0,0,1,0,1,1,0,0,0
product,HM.2100.010,grout sealer,aerosol,0.2,5,0,0,0,1,0,1,1,0,0,0
product,HM.2100.010,grout sealer,gel,0.2,5,0,0,0,1,0,0,1,0,0,0
product,HM.2100.010,grout sealer,liquid,0.2,5,0,0,0,1,0,0,1,0,0,0
product,HM.2100.010,grout sealer,paste,0.2,5,0,0,0,1,0,0,1,0,0,0
product,HM.2100.020,mortar or grout,paste,0.5,2,0,0,0,1,0,0,1,0,0,0
product,HM.2100.020,mortar or grout,solid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,HM.2400.010,welding,solid,0.25,4,1,0,0,1,0,0,1,0,1,0
product,HM.2400.010,welding,gas,0.25,4,1,0,0,1,0,0,1,0,1,0
product,HM.2400.010,welding,gel,0.25,4,1,0,0,1,0,0,1,0,1,0
product,HM.2400.010,welding,liquid,0.25,4,1,0,0,1,0,0,1,0,1,0
product,LY.0100.010,cleaner,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,LY.0100.010,cleaner,pump spray,0.5,2,0,0,0,1,0,1,1,0,0,0
product,LY.0200.010,grill/camping fuel,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0200.010,grill/camping fuel,gas,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0200.010,grill/camping fuel,solid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0300.010,herbicide,hose spray,0.25,4,0,0,0,1,0,1,1,0,0,0
product,LY.0300.010,herbicide,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,LY.0300.010,herbicide,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0
product,LY.0300.010,herbicide,solid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,LY.0400.010,lawn fertilizer,hose spray,0.2,5,0,0,0,1,0,1,1,0,0,0
product,LY.0400.010,lawn fertilizer,liquid,0.2,5,0,0,0,1,0,0,1,0,0,0
product,LY.0400.010,lawn fertilizer,pump spray,0.2,5,0,0,0,1,0,1,1,0,0,0
product,LY.0400.010,lawn fertilizer,solid,0.2,5,0,0,0,1,0,0,1,0,0,0
product,LY.0500.010,lawnmower fluids,liquid,1,1,0,0,0,1,0,0,1,0,0,0
product,LY.0600.010,garden care,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,LY.0600.010,garden care,powder,0.5,2,0,0,0,1,0,0,1,0,0,0
product,LY.0600.020,garden fertilizer,hose spray,0.25,4,0,0,0,1,0,1,1,0,0,0
product,LY.0600.020,garden fertilizer,liquid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,LY.0600.020,garden fertilizer,pump spray,0.25,4,0,0,0,1,0,1,1,0,0,0
product,LY.0600.020,garden fertilizer,solid,0.25,4,0,0,0,1,0,0,1,0,0,0
product,LY.0600.030,mulch,solid,1,1,0,0,0,1,0,0,1,0,0,0
product,LY.0600.040,potting soil,solid,1,1,0,0,0,1,0,0,1,0,0,0
product,LY.0600.050,trees,aerosol,0.5,2,0,0,0,1,0,1,1,0,0,0
product,LY.0600.050,trees,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,LY.0700.010,ph control,liquid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0700.010,ph control,powder,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0700.010,ph control,solid,0.333333333,3,0,0,0,1,0,0,1,0,0,0
product,LY.0700.020,pool algaecide,liquid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.020,pool algaecide,powder,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.020,pool algaecide,solid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.030,pool chemicals - other,liquid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.030,pool chemicals - other,powder,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.030,pool chemicals - other,solid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.040,pool chlorine,liquid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.040,pool chlorine,powder,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.040,pool chlorine,solid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.050,shock,liquid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.050,shock,powder,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0700.050,shock,solid,0.066666667,15,0,0,0,1,0,0,1,0,0,0
product,LY.0800.010,surface deicer,liquid,0.5,2,0,0,0,1,0,0,1,0,0,0
product,LY.0800.010,surface deicer,powder,0.5,2,0,0,0,1,0,0,1,0,0,0
product,PC.0100.010,acne spot treatment,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0100.010,acne spot treatment,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0100.010,acne spot treatment,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0100.020,face scrub,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0100.020,face scrub,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0100.030,face wash,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0100.030,face wash,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0100.030,face wash,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0200.010,bite relief,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0200.010,bite relief,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0200.010,bite relief,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0200.010,bite relief,pump spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.0300.010,body adhesive,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0300.010,body adhesive,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0300.010,body adhesive,pump spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,PC.0400.010,body care set,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.0400.010,body care set,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.0400.010,body care set,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.0400.010,body care set,powder,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.0400.010,body care set,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.0500.010,bar soap,solid,1,1,1,0,0,1,0,0,1,0,1,0
product,PC.0500.020,body scrub,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0500.020,body scrub,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0500.020,body scrub,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0500.030,body wash,foam spray,0.25,4,1,0,0,1,0,1,1,1,1,0
product,PC.0500.030,body wash,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0500.030,body wash,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0500.030,body wash,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.0500.040,body wipes,wipes,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0500.050,hand sanitizer,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0500.050,hand sanitizer,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0500.060,hand soap,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0500.060,hand soap,liquid,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0500.070,hand wipes,wipes,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0600.010,body oil,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0700.010,body powder,powder,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0800.010,baby lotion,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.010,baby lotion,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.010,baby lotion,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.020,baby oil,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0800.030,baby powder,powder,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0800.040,baby shampoo,foam spray,0.333333333,3,1,0,0,1,0,1,1,1,1,0
product,PC.0800.040,baby shampoo,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.040,baby shampoo,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.050,baby wash,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0800.060,baby wipes,wipes,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.0800.070,bath paints/crayons,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.0800.070,bath paints/crayons,solid,0.5,2,1,0,0,1,0,0,1,0,1,0
product,PC.0800.080,diaper cream,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.080,diaper cream,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0800.080,diaper cream,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.0900.030,denture adhesive,gel,0.25,4,1,0,0,1,1,0,1,1,1,0
product,PC.0900.030,denture adhesive,paste,0.25,4,1,0,0,1,1,0,1,1,1,0
product,PC.0900.030,denture adhesive,powder,0.25,4,1,0,0,1,1,0,1,1,1,0
product,PC.0900.030,denture adhesive,solid,0.25,4,1,0,0,1,1,0,1,0,1,0
product,PC.0900.040,denture cleaner,gel,0.2,5,1,0,0,1,1,0,1,1,1,0
product,PC.0900.040,denture cleaner,liquid,0.2,5,1,0,0,1,1,0,1,1,1,0
product,PC.0900.040,denture cleaner,paste,0.2,5,1,0,0,1,1,0,1,1,1,0
product,PC.0900.040,denture cleaner,powder,0.2,5,1,0,0,1,1,0,1,1,1,0
product,PC.0900.040,denture cleaner,solid,0.2,5,1,0,0,1,1,0,1,0,1,0
product,PC.0900.050,mouthwash,liquid,1,1,1,0,0,1,1,0,1,1,1,0
product,PC.0900.060,teeth whitener,gel,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.0900.060,teeth whitener,powder,0.5,2,1,0,0,1,1,0,1,1,1,0
product,PC.0900.070,toothpaste,gel,0.333333333,3,1,0,0,1,1,0,1,1,1,0
product,PC.0900.070,toothpaste,paste,0.333333333,3,1,0,0,1,1,0,1,1,1,0
product,PC.0900.070,toothpaste,powder,0.333333333,3,1,0,0,1,1,0,1,1,1,0
product,PC.1000.010,deodorant,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.1000.010,deodorant,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1000.010,deodorant,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1000.010,deodorant,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1000.010,deodorant,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.1100.020,contact care,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.1100.030,eye cream,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1100.030,eye cream,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1100.040,eye drops,liquid,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.1100.050,eye lid spray,pump spray,1,1,1,0,0,1,0,1,1,1,1,0
product,PC.1100.060,eye products,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1100.060,eye products,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1100.060,eye products,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.010,face cleansing wipes,wipes,1,1,1,0,0,1,0,0,1,1,1,0
product,PC.1200.020,face cream/moisturizer,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.020,face cream/moisturizer,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.020,face cream/moisturizer,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.030,face mask,gel,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1200.030,face mask,liquid,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1200.030,face mask,paste,0.25,4,1,0,0,1,0,0,1,1,1,0
product,PC.1200.040,face scrub,gel,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1200.040,face scrub,paste,0.5,2,1,0,0,1,0,0,1,1,1,0
product,PC.1200.050,face wash,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.050,face wash,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1200.050,face wash,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1500.010,foot care,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1500.010,foot care,liquid,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1500.010,foot care,paste,0.333333333,3,1,0,0,1,0,0,1,1,1,0
product,PC.1600.010,fragrance,aerosol,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.1600.010,fragrance,pump spray,0.2,5,1,0,0,1,0,1,1,1,1,0
product,PC.1600.010,fragrance,gel,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1600.010,fragrance,liquid,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1600.010,fragrance,paste,0.2,5,1,0,0,1,0,0,1,1,1,0
product,PC.1700.010,hand/body lotion,gel,0.333333333,3,1,0,0,1,0,0,1,1,1,0
