pucid,dtxsid,gender,min.age,max.age,pr.chem,min.wf,max.wf,product,form,form.id
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,aerosol,1
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,aerosol,2
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,aerosol,3
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,gel,1
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,gel,2
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,gel,3
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,liquid,1
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,liquid,2
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,liquid,3
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,paste,1
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,paste,2
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,paste,3
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,pump spray,1
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,pump spray,2
AC.0100.010,DTXSID0021206,B,0,99,1,0.08,0.1,body paint,pump spray,3
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,aerosol,1
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,aerosol,2
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,aerosol,3
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,gel,1
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,gel,2
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,gel,3
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,liquid,1
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,liquid,2
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,liquid,3
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,paste,1
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,paste,2
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,paste,3
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,pump spray,1
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,pump spray,2
AC.0100.010,DTXSID0021961,B,0,99,1,0.01,0.01,body paint,pump spray,3
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,aerosol,1
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,aerosol,2
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,aerosol,3
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,gel,1
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,gel,2
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,gel,3
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,liquid,1
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,liquid,2
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,liquid,3
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,paste,1
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,paste,2
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,paste,3
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,pump spray,1
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,pump spray,2
AC.0100.010,DTXSID0026838,B,0,99,1,0.3,0.3,body paint,pump spray,3
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,aerosol,1
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,aerosol,2
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,aerosol,3
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,gel,1
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,gel,2
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,gel,3
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,liquid,1
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,liquid,2
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,liquid,3
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,paste,1
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,paste,2
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,paste,3
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,pump spray,1
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,pump spray,2
AC.0100.010,DTXSID0029559,B,0,99,1,0.002,0.01,body paint,pump spray,3
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,aerosol,1
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,aerosol,2
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,aerosol,3
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,gel,1
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,gel,2
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,gel,3
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,liquid,1
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,liquid,2
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,liquid,3
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,paste,1
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,paste,2
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,paste,3
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,pump spray,1
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,pump spray,2
AC.0100.010,DTXSID0046513,B,0,99,1,0.1,0.1,body paint,pump spray,3
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,aerosol,1
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,aerosol,2
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,aerosol,3
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,gel,1
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,gel,2
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,gel,3
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,liquid,1
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,liquid,2
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,liquid,3
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,paste,1
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,paste,2
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,paste,3
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,pump spray,1
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,pump spray,2
AC.0100.010,DTXSID1021455,B,0,99,1,0.001,0.001,body paint,pump spray,3
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,aerosol,1
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,aerosol,2
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,aerosol,3
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,gel,1
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,gel,2
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,gel,3
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,liquid,1
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,liquid,2
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,liquid,3
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,paste,1
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,paste,2
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,paste,3
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,pump spray,1
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,pump spray,2
AC.0100.010,DTXSID1022001,B,0,99,1,0.6,0.6,body paint,pump spray,3
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,aerosol,1
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,aerosol,2
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,aerosol,3
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,gel,1
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,gel,2
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,gel,3
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,liquid,1
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,liquid,2
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,liquid,3
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,paste,1
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,paste,2
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,paste,3
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,pump spray,1
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,pump spray,2
AC.0100.010,DTXSID1023233,B,0,99,1,0.3,0.3,body paint,pump spray,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,aerosol,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,aerosol,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,aerosol,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,aerosol,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,aerosol,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,aerosol,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,gel,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,gel,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,gel,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,gel,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,gel,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,gel,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,liquid,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,liquid,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,liquid,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,liquid,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,liquid,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,liquid,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,paste,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,paste,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,paste,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,paste,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,paste,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,paste,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,pump spray,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,pump spray,1
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,pump spray,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,pump spray,2
AC.0100.010,DTXSID1026401,B,0,99,1,0.097,0.097,body paint,pump spray,3
AC.0100.010,DTXSID1026401,B,0,99,1,0.3,0.3,body paint,pump spray,3
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,aerosol,1
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,aerosol,2
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,aerosol,3
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,gel,1
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,gel,2
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,gel,3
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,liquid,1
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,liquid,2
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,liquid,3
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,paste,1
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,paste,2
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,paste,3
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,pump spray,1
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,pump spray,2
AC.0100.010,DTXSID1044562,B,0,99,1,1e-04,0.004,body paint,pump spray,3
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,aerosol,1
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,aerosol,2
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,aerosol,3
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,gel,1
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,gel,2
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,gel,3
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,liquid,1
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,liquid,2
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,liquid,3
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,paste,1
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,paste,2
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,paste,3
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,pump spray,1
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,pump spray,2
AC.0100.010,DTXSID1064403,B,0,99,1,0.05,0.05,body paint,pump spray,3
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,aerosol,1
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,aerosol,2
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,aerosol,3
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,gel,1
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,gel,2
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,gel,3
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,liquid,1
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,liquid,2
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,liquid,3
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,paste,1
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,paste,2
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,paste,3
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,pump spray,1
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,pump spray,2
AC.0100.010,DTXSID2020189,B,0,99,1,0.001,0.001,body paint,pump spray,3
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,aerosol,1
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,aerosol,2
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,aerosol,3
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,gel,1
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,gel,2
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,gel,3
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,liquid,1
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,liquid,2
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,liquid,3
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,paste,1
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,paste,2
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,paste,3
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,pump spray,1
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,pump spray,2
AC.0100.010,DTXSID2020216,B,0,99,1,0.001,0.001,body paint,pump spray,3
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,aerosol,1
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,aerosol,2
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,aerosol,3
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,gel,1
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,gel,2
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,gel,3
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,liquid,1
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,liquid,2
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,liquid,3
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,paste,1
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,paste,2
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,paste,3
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,pump spray,1
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,pump spray,2
AC.0100.010,DTXSID2025505,B,0,99,1,0.1,0.1,body paint,pump spray,3
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,aerosol,1
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,aerosol,2
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,aerosol,3
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,gel,1
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,gel,2
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,gel,3
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,liquid,1
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,liquid,2
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,liquid,3
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,paste,1
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,paste,2
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,paste,3
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,pump spray,1
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,pump spray,2
AC.0100.010,DTXSID2026446,B,0,99,1,0.1,0.1,body paint,pump spray,3
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,aerosol,1
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,aerosol,2
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,aerosol,3
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,gel,1
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,gel,2
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,gel,3
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,liquid,1
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,liquid,2
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,liquid,3
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,paste,1
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,paste,2
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,paste,3
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,pump spray,1
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,pump spray,2
AC.0100.010,DTXSID2036293,B,0,99,1,0.3,0.3,body paint,pump spray,3
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,aerosol,1
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,aerosol,2
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,aerosol,3
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,gel,1
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,gel,2
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,gel,3
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,liquid,1
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,liquid,2
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,liquid,3
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,paste,1
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,paste,2
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,paste,3
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,pump spray,1
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,pump spray,2
AC.0100.010,DTXSID2052655,B,0,99,1,0.3,0.3,body paint,pump spray,3
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,aerosol,1
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,aerosol,2
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,aerosol,3
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,gel,1
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,gel,2
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,gel,3
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,liquid,1
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,liquid,2
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,liquid,3
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,paste,1
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,paste,2
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,paste,3
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,pump spray,1
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,pump spray,2
AC.0100.010,DTXSID3020209,B,0,99,1,0.00032,0.00032,body paint,pump spray,3
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,aerosol,1
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,aerosol,2
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,aerosol,3
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,gel,1
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,gel,2
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,gel,3
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,liquid,1
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,liquid,2
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,liquid,3
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,paste,1
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,paste,2
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,paste,3
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,pump spray,1
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,pump spray,2
AC.0100.010,DTXSID3021982,B,0,99,1,0.6,0.6,body paint,pump spray,3
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,aerosol,1
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,aerosol,2
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,aerosol,3
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,gel,1
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,gel,2
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,gel,3
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,liquid,1
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,liquid,2
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,liquid,3
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,paste,1
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,paste,2
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,paste,3
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,pump spray,1
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,pump spray,2
AC.0100.010,DTXSID3027958,B,0,99,1,0.1,0.1,body paint,pump spray,3
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,aerosol,1
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,aerosol,2
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,aerosol,3
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,gel,1
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,gel,2
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,gel,3
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,liquid,1
AC.0100.010,DTXSID4020749,B,0,99,1,0.00016,0.00016,body paint,liquid,2
