source.type,pucid,variable,units,mean,CV,dist.type,min.age,max.age,gender
product,PC.2700.080,mass,g,5,1,Lognormal,0,99,B
product,PC.2700.080,use.freq,1/year,12,1,lognormal,0,99,B
product,PC.2700.080,duration,minutes,20,1,Lognormal,0,99,B
product,PC.2700.080,use.prev,[-],0,1,point,0,12,B
product,PC.2700.080,use.prev,[-],0.02,1,point,13,99,M
product,PC.2700.080,use.prev,[-],0.2,1,point,13,99,W
product,PC.2700.080,f.contact,[-],1,0,Point,0,99,B
product,PC.2700.080,house.prev,[-],0.2,1,point,0,99,B
product,PE.0100.010,f.residual,[-],0.01,0,point,0,99,B
product,PE.0100.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PE.0100.010,volume,m^3,480,0,Point,0,99,B
product,PE.0100.010,mass,g,200,1,Lognormal,0,99,B
product,PE.0100.010,use.freq,1/year,4,1,lognormal,0,99,B
product,PE.0100.010,duration,minutes,20,1,Lognormal,0,99,B
product,PE.0100.010,use.prev,[-],0,1,point,0,12,B
product,PE.0100.010,use.prev,[-],0.01,1,point,13,99,M
product,PE.0100.010,use.prev,[-],0.01,1,point,13,99,W
product,PE.0100.010,f.contact,[-],0.01,0,Point,0,99,B
product,PE.0100.010,house.prev,[-],0.01,1,point,0,99,B
product,PE.0100.010,f.contact,[-],0.0025,0,Point,0,99,B
product,PE.0200.010,f.residual,[-],0.01,0,point,0,99,B
product,PE.0200.010,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,PE.0200.010,volume,m^3,480,0,Point,0,99,B
product,PE.0200.010,mass,g,500,1,Lognormal,0,99,B
product,PE.0200.010,use.freq,1/year,1,1,lognormal,0,99,B
product,PE.0200.010,duration,minutes,12,1,Lognormal,0,99,B
product,PE.0200.010,use.prev,[-],0,1,point,0,12,B
product,PE.0200.010,use.prev,[-],0.05,1,point,13,99,M
product,PE.0200.010,use.prev,[-],0.01,1,point,13,99,W
product,PE.0200.010,f.contact,[-],0.01,0,Point,0,99,B
product,PE.0200.010,house.prev,[-],0.05,1,point,0,99,B
product,PE.0200.010,f.contact,[-],0.001,0,Point,0,99,B
product,PE.0300.030,f.residual,[-],1,0,point,0,99,B
product,PE.0300.030,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,PE.0300.030,volume,m^3,480,0,Point,0,99,B
product,PE.0300.030,f.drain,[-],1,0,Uniform,0,99,B
product,PE.0300.030,mass,g,5,1,Lognormal,0,99,B
product,PE.0300.030,use.freq,1/year,13,1,lognormal,0,12,M
product,PE.0300.030,use.freq,1/year,38,1,lognormal,0,12,W
product,PE.0300.030,use.freq,1/year,41,1,lognormal,0,99,M
product,PE.0300.030,use.freq,1/year,19,1,lognormal,0,99,W
product,PE.0300.030,duration,minutes,5,1,Lognormal,0,99,B
product,PE.0300.030,use.prev,[-],0.28,1,point,0,12,M
product,PE.0300.030,use.prev,[-],0.37,1,point,0,12,W
product,PE.0300.030,use.prev,[-],0.46,1,point,13,99,M
product,PE.0300.030,use.prev,[-],0.51,1,point,13,99,W
product,PE.0300.030,f.contact,[-],1,0,Point,0,99,B
product,PE.0300.030,house.prev,[-],0.51,1,point,0,99,B
product,PE.0300.030,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PE.0300.010,f.residual,[-],1,0,point,0,99,B
product,PE.0300.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PE.0300.010,volume,m^3,480,0,Point,0,99,B
product,PE.0300.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,PE.0300.010,mass,g,1,1,Lognormal,0,99,B
product,PE.0300.010,use.freq,1/year,48,1,lognormal,0,99,B
product,PE.0300.010,duration,minutes,30,1,Lognormal,0,99,B
product,PE.0300.010,use.prev,[-],0.5,1,point,0,12,B
product,PE.0300.010,use.prev,[-],0.05,1,point,13,99,M
product,PE.0300.010,use.prev,[-],0.1,1,point,13,99,W
product,PE.0300.010,f.contact,[-],0.01,0,Point,0,99,B
product,PE.0300.010,house.prev,[-],0.5,1,point,0,99,B
product,PE.0300.010,f.contact,[-],0.5,0,Point,0,99,B
product,PE.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,PE.0400.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PE.0400.010,volume,m^3,24,0,Point,0,99,B
product,PE.0400.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,PE.0400.010,mass,g,50,1,Lognormal,0,99,B
product,PE.0400.010,use.freq,1/year,24,1,lognormal,0,99,B
product,PE.0400.010,duration,minutes,30,1,Lognormal,0,99,B
product,PE.0400.010,use.prev,[-],0,1,point,0,12,B
product,PE.0400.010,use.prev,[-],0.57,1,point,13,99,M
product,PE.0400.010,use.prev,[-],0.57,1,point,13,99,W
product,PE.0400.010,f.contact,[-],0.01,0,Point,0,99,B
product,PE.0400.010,house.prev,[-],0.57,1,point,0,99,B
product,PE.0400.010,use.freq,1/year,27,1,lognormal,0,99,B
product,PE.0400.010,use.prev,[-],0.77,1,point,13,99,M
product,PE.0400.010,use.prev,[-],0.77,1,point,13,99,W
product,PE.0400.010,house.prev,[-],0.77,1,point,0,99,B
product,PE.0500.010,f.residual,[-],0.01,0,point,0,99,B
product,PE.0500.010,volume,m^3,24,0,Point,0,99,B
product,PE.0500.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,PE.0500.010,mass,g,20,1,Lognormal,0,99,B
product,PE.0500.010,use.freq,1/year,2,1,lognormal,0,99,B
product,PE.0500.010,duration,minutes,5,1,Lognormal,0,99,B
product,PE.0500.010,use.prev,[-],0,1,point,0,12,B
product,PE.0500.010,use.prev,[-],0.07,1,point,13,99,M
product,PE.0500.010,use.prev,[-],0.07,1,point,13,99,W
product,PE.0500.010,f.contact,[-],0.025,0,Point,0,99,B
product,PE.0500.010,house.prev,[-],0.07,1,point,0,99,B
product,PT.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,PT.0400.010,volume,m^3,24,0,Point,0,99,B
product,PT.0400.010,f.drain,[-],1,0,Uniform,0,99,B
product,PT.0400.010,mass,g,50,1,Lognormal,0,99,B
product,PT.0400.010,use.freq,1/year,12,1,lognormal,0,99,B
product,PT.0400.010,duration,minutes,20,1,Lognormal,0,99,B
product,PT.0400.010,use.prev,[-],0.02,1,point,0,12,B
product,PT.0400.010,use.prev,[-],0.02,1,point,13,99,M
product,PT.0400.010,use.prev,[-],0.02,1,point,13,99,W
product,PT.0400.010,f.contact,[-],0.01,0,Point,0,99,B
product,PT.0400.010,house.prev,[-],0.02,1,point,0,99,B
product,PT.0200.010,f.residual,[-],0.01,0,point,0,99,B
product,PT.0200.010,volume,m^3,24,0,Point,0,99,B
product,PT.0200.010,mass,g,8000,1,Lognormal,0,99,B
product,PT.0200.010,use.freq,1/year,104,1,lognormal,0,99,B
product,PT.0200.010,duration,minutes,5,1,Lognormal,0,99,B
product,PT.0200.010,use.prev,[-],0.05,1,point,0,12,B
product,PT.0200.010,use.prev,[-],0.3,1,point,13,99,M
product,PT.0200.010,use.prev,[-],0.3,1,point,13,99,W
product,PT.0200.010,f.contact,[-],6.20E-05,0,Point,0,99,B
product,PT.0200.010,house.prev,[-],0.3,1,point,0,99,B
product,PT.0100.060,f.residual,[-],0.01,0,point,0,99,B
product,PT.0100.060,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PT.0100.060,volume,m^3,24,0,Point,0,99,B
product,PT.0100.060,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,PT.0100.060,mass,g,10,1,Lognormal,0,99,B
product,PT.0100.060,use.freq,1/year,12,1,lognormal,0,99,B
product,PT.0100.060,duration,minutes,10,1,Lognormal,0,99,B
product,PT.0100.060,use.prev,[-],0.01,1,point,0,12,B
product,PT.0100.060,use.prev,[-],0.1,1,point,13,99,M
product,PT.0100.060,use.prev,[-],0.1,1,point,13,99,W
product,PT.0100.060,f.contact,[-],0.01,0,Point,0,99,B
product,PT.0100.060,house.prev,[-],0.1,1,point,0,99,B
product,PT.0100.060,f.contact,[-],0.05,0,Point,0,99,B
product,PT.0100.070,f.residual,[-],0.01,0,point,0,99,B
product,PT.0100.070,volume,m^3,24,0,Point,0,99,B
product,PT.0100.070,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,PT.0100.070,mass,g,5,1,Lognormal,0,99,B
product,PT.0100.070,use.freq,1/year,12,1,lognormal,0,99,B
product,PT.0100.070,duration,minutes,2,1,Lognormal,0,99,B
product,PT.0100.070,use.prev,[-],0,1,point,0,12,B
product,PT.0100.070,use.prev,[-],0.33,1,point,13,99,M
product,PT.0100.070,use.prev,[-],0.33,1,point,13,99,W
product,PT.0100.070,f.contact,[-],0.1,0,Point,0,99,B
product,PT.0100.070,house.prev,[-],0.33,1,point,0,99,B
product,PT.0100.070,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,PT.0100.070,f.contact,[-],0.01,0,Point,0,99,B
product,PT.0100.080,f.residual,[-],0.01,0,point,0,99,B
product,PT.0100.080,volume,m^3,24,0,Point,0,99,B
product,PT.0100.080,f.drain,[-],1,0,Uniform,0,99,B
product,PT.0100.080,mass,g,50,1,Lognormal,0,99,B
product,PT.0100.080,use.freq,1/year,6,1,lognormal,0,99,B
product,PT.0100.080,duration,minutes,10,1,Lognormal,0,99,B
product,PT.0100.080,use.prev,[-],0.1,1,point,13,99,W
product,PT.0100.080,use.prev,[-],0.01,1,point,0,12,B
product,PT.0100.080,use.prev,[-],0.1,1,point,13,99,M
product,PT.0100.080,f.contact,[-],0.01,0,Point,0,99,B
product,PT.0100.080,house.prev,[-],0.1,1,point,0,99,B
product,PT.0100.090,f.residual,[-],0.01,0,point,0,99,B
product,PT.0100.090,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,PT.0100.090,volume,m^3,24,0,Point,0,99,B
product,PT.0100.090,f.drain,[-],1,0,Uniform,0,99,B
product,PT.0100.090,mass,g,10,1,Lognormal,0,99,B
product,PT.0100.090,use.freq,1/year,52,1,lognormal,0,99,B
product,PT.0100.090,duration,minutes,10,1,Lognormal,0,99,B
product,PT.0100.090,use.prev,[-],0,1,point,0,12,B
product,PT.0100.090,use.prev,[-],0.4,1,point,13,99,M
product,PT.0100.090,use.prev,[-],0.4,1,point,13,99,W
product,PT.0100.090,f.contact,[-],0.01,0,Point,0,99,B
product,PT.0100.090,house.prev,[-],0.4,1,point,0,99,B
product,CP.1200.041,f.residual,[-],0.01,0,point,0,99,B
product,CP.1200.041,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,CP.1200.041,volume,m^3,24,0,Point,0,99,B
product,CP.1200.041,f.drain,[-],1,0,Uniform,0,99,B
product,CP.1200.041,mass,g,23,1,Lognormal,0,99,B
product,CP.1200.041,use.freq,1/year,365,1,lognormal,0,99,B
product,CP.1200.041,duration,minutes,3,1,Lognormal,0,99,B
product,CP.1200.041,use.prev,[-],0.2,1,point,0,12,B
product,CP.1200.041,use.prev,[-],0.55,1,point,13,99,M
product,CP.1200.041,use.prev,[-],0.55,1,point,13,99,W
product,CP.1200.041,f.contact,[-],0.01,0,Point,0,99,B
product,CP.1200.041,house.prev,[-],0.55,1,point,0,99,B
product,HM.1400.011,f.residual,[-],0.01,0,point,0,99,B
product,HM.1400.011,volume,m^3,480,0,Point,0,99,B
product,HM.1400.011,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.1400.011,mass,g,2700,1,Lognormal,0,99,B
product,HM.1400.011,use.freq,1/year,1,1,lognormal,0,99,B
product,HM.1400.011,duration,minutes,300,1,Lognormal,0,99,B
product,HM.1400.011,use.prev,[-],0.02,1,point,0,12,B
product,HM.1400.011,use.prev,[-],0.43,1,point,13,99,M
product,HM.1400.011,use.prev,[-],0.43,1,point,13,99,W
product,HM.1400.011,f.contact,[-],0.0033,0,Point,0,99,B
product,HM.1400.011,house.prev,[-],0.43,1,point,0,99,B
product,HM.1400.011,volume,m^3,24,0,Point,0,99,B
product,HM.1400.011,mass,g,1300,1,Lognormal,0,99,B
product,HM.1400.011,use.freq,1/year,5,1,lognormal,0,99,B
product,HM.1400.011,duration,minutes,120,1,Lognormal,0,99,B
product,HM.1400.011,f.contact,[-],0.0028,0,Point,0,99,B
product,HM.1400.011,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,HM.1400.011,mass,g,300,1,Lognormal,0,99,B
product,HM.1400.011,duration,minutes,30,1,Lognormal,0,99,B
product,HM.1400.011,use.prev,[-],0.05,1,point,0,12,B
product,HM.1400.011,use.prev,[-],0.4,1,point,13,99,M
product,HM.1400.011,use.prev,[-],0.4,1,point,13,99,W
product,HM.1400.011,f.contact,[-],0.01,0,Point,0,99,B
product,HM.1400.011,house.prev,[-],0.4,1,point,0,99,B
product,HM.1400.011,mass,g,2000,1,Lognormal,0,99,B
product,HM.1400.011,use.freq,1/year,3,1,lognormal,0,99,B
product,HM.1400.011,duration,minutes,210,1,Lognormal,0,99,B
product,HM.1400.011,f.contact,[-],0.0032,0,Point,0,99,B
product,HM.1400.012,f.residual,[-],0.01,0,point,0,99,B
product,HM.1400.012,volume,m^3,480,0,Point,0,99,B
product,HM.1400.012,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.1400.012,mass,g,2700,1,Lognormal,0,99,B
product,HM.1400.012,use.freq,1/year,1,1,lognormal,0,99,B
product,HM.1400.012,duration,minutes,300,1,Lognormal,0,99,B
product,HM.1400.012,use.prev,[-],0.02,1,point,0,12,B
product,HM.1400.012,use.prev,[-],0.43,1,point,13,99,M
product,HM.1400.012,use.prev,[-],0.43,1,point,13,99,W
product,HM.1400.012,f.contact,[-],0.0033,0,Point,0,99,B
product,HM.1400.012,house.prev,[-],0.43,1,point,0,99,B
product,HM.1400.012,volume,m^3,24,0,Point,0,99,B
product,HM.1400.012,mass,g,1300,1,Lognormal,0,99,B
product,HM.1400.012,use.freq,1/year,5,1,lognormal,0,99,B
product,HM.1400.012,duration,minutes,120,1,Lognormal,0,99,B
product,HM.1400.012,f.contact,[-],0.0028,0,Point,0,99,B
product,HM.1400.012,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,HM.1400.012,mass,g,300,1,Lognormal,0,99,B
product,HM.1400.012,duration,minutes,30,1,Lognormal,0,99,B
product,HM.1400.012,use.prev,[-],0.05,1,point,0,12,B
product,HM.1400.012,use.prev,[-],0.4,1,point,13,99,M
product,HM.1400.012,use.prev,[-],0.4,1,point,13,99,W
product,HM.1400.012,f.contact,[-],0.01,0,Point,0,99,B
product,HM.1400.012,house.prev,[-],0.4,1,point,0,99,B
product,HM.1400.012,mass,g,2000,1,Lognormal,0,99,B
product,HM.1400.012,use.freq,1/year,3,1,lognormal,0,99,B
product,HM.1400.012,duration,minutes,210,1,Lognormal,0,99,B
product,HM.1400.012,f.contact,[-],0.0032,0,Point,0,99,B
product,HM.2000.010,f.residual,[-],0.01,0,point,0,99,B
product,HM.2000.010,volume,m^3,480,0,Point,0,99,B
product,HM.2000.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.2000.010,mass,g,2250,1,Lognormal,0,99,B
product,HM.2000.010,use.freq,1/year,2,1,lognormal,0,99,B
product,HM.2000.010,duration,minutes,105,1,Lognormal,0,99,B
product,HM.2000.010,use.prev,[-],0,1,point,0,12,B
product,HM.2000.010,use.prev,[-],0.09,1,point,13,99,M
product,HM.2000.010,use.prev,[-],0.09,1,point,13,99,W
product,HM.2000.010,f.contact,[-],0.00022,0,Point,0,99,B
product,HM.2000.010,house.prev,[-],0.09,1,point,0,99,B
product,HM.2000.010,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,HM.2000.010,volume,m^3,24,0,Point,0,99,B
product,HM.2000.010,mass,g,1150,1,Lognormal,0,99,B
product,HM.2000.010,duration,minutes,60,1,Lognormal,0,99,B
product,HM.2000.010,use.prev,[-],0.23,1,point,13,99,M
product,HM.2000.010,use.prev,[-],0.23,1,point,13,99,W
product,HM.2000.010,f.contact,[-],0.01,0,Point,0,99,B
product,HM.2000.010,house.prev,[-],0.23,1,point,0,99,B
product,HM.2000.010,f.contact,[-],0.00043,0,Point,0,99,B
product,HM.2000.030,f.residual,[-],0.01,0,point,0,99,B
product,HM.2000.030,volume,m^3,480,0,Point,0,99,B
product,HM.2000.030,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.2000.030,mass,g,2250,1,Lognormal,0,99,B
product,HM.2000.030,use.freq,1/year,2,1,lognormal,0,99,B
product,HM.2000.030,duration,minutes,105,1,Lognormal,0,99,B
product,HM.2000.030,use.prev,[-],0,1,point,0,12,B
product,HM.2000.030,use.prev,[-],0.09,1,point,13,99,M
product,HM.2000.030,use.prev,[-],0.09,1,point,13,99,W
product,HM.2000.030,f.contact,[-],0.00022,0,Point,0,99,B
product,HM.2000.030,house.prev,[-],0.09,1,point,0,99,B
product,HM.2000.030,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,HM.2000.030,volume,m^3,24,0,Point,0,99,B
product,HM.2000.030,mass,g,1150,1,Lognormal,0,99,B
product,HM.2000.030,duration,minutes,60,1,Lognormal,0,99,B
product,HM.2000.030,use.prev,[-],0.23,1,point,13,99,M
product,HM.2000.030,use.prev,[-],0.23,1,point,13,99,W
product,HM.2000.030,f.contact,[-],0.01,0,Point,0,99,B
product,HM.2000.030,house.prev,[-],0.23,1,point,0,99,B
product,HM.2000.030,f.contact,[-],0.00043,0,Point,0,99,B
product,LY.0700.020,f.residual,[-],0.01,0,point,0,99,B
product,LY.0700.020,volume,m^3,480,0,Point,0,99,B
product,LY.0700.020,mass,g,500,1,Lognormal,0,99,B
product,LY.0700.020,use.freq,1/year,16,1,lognormal,0,99,B
product,LY.0700.020,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0700.020,use.prev,[-],0,1,point,0,12,B
product,LY.0700.020,use.prev,[-],0.05,1,point,13,99,M
product,LY.0700.020,use.prev,[-],0.05,1,point,13,99,W
product,LY.0700.020,f.contact,[-],0.001,0,Point,0,99,B
product,LY.0700.020,house.prev,[-],0.05,1,point,0,99,B
product,LY.0700.030,f.residual,[-],0.01,0,point,0,99,B
product,LY.0700.030,volume,m^3,480,0,Point,0,99,B
product,LY.0700.030,mass,g,500,1,Lognormal,0,99,B
product,LY.0700.030,use.freq,1/year,16,1,lognormal,0,99,B
product,LY.0700.030,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0700.030,use.prev,[-],0,1,point,0,12,B
product,LY.0700.030,use.prev,[-],0.05,1,point,13,99,M
product,LY.0700.030,use.prev,[-],0.05,1,point,13,99,W
product,LY.0700.030,f.contact,[-],0.001,0,Point,0,99,B
product,LY.0700.030,house.prev,[-],0.05,1,point,0,99,B
product,LY.0700.040,f.residual,[-],0.01,0,point,0,99,B
product,LY.0700.040,volume,m^3,480,0,Point,0,99,B
product,LY.0700.040,mass,g,500,1,Lognormal,0,99,B
product,LY.0700.040,use.freq,1/year,16,1,lognormal,0,99,B
product,LY.0700.040,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0700.040,use.prev,[-],0,1,point,0,12,B
product,LY.0700.040,use.prev,[-],0.05,1,point,13,99,M
product,LY.0700.040,use.prev,[-],0.05,1,point,13,99,W
product,LY.0700.040,f.contact,[-],0.001,0,Point,0,99,B
product,LY.0700.040,house.prev,[-],0.05,1,point,0,99,B
product,LY.0700.050,f.residual,[-],0.01,0,point,0,99,B
product,LY.0700.050,volume,m^3,480,0,Point,0,99,B
product,LY.0700.050,mass,g,500,1,Lognormal,0,99,B
product,LY.0700.050,use.freq,1/year,16,1,lognormal,0,99,B
product,LY.0700.050,duration,minutes,10,1,Lognormal,0,99,B
product,LY.0700.050,use.prev,[-],0,1,point,0,12,B
product,LY.0700.050,use.prev,[-],0.05,1,point,13,99,M
product,LY.0700.050,use.prev,[-],0.05,1,point,13,99,W
product,LY.0700.050,f.contact,[-],0.001,0,Point,0,99,B
product,LY.0700.050,house.prev,[-],0.05,1,point,0,99,B
product,PC.1100.050,f.residual,[-],1,0,point,0,99,B
product,PC.1100.050,volume,m^3,24,0,Point,0,99,B
product,PC.1100.050,f.drain,[-],1,0,Uniform,0,99,B
product,PC.1100.050,mass,g,1,1,Lognormal,0,99,B
product,PC.1100.050,use.freq,1/year,290,1,lognormal,0,99,B
product,PC.1100.050,duration,minutes,5,1,Lognormal,0,99,B
product,PC.1100.050,use.prev,[-],0,1,point,0,12,B
product,PC.1100.050,use.prev,[-],0.01,1,point,13,99,M
product,PC.1100.050,use.prev,[-],0.8,1,point,13,99,W
product,PC.1100.050,f.contact,[-],1,0,Point,0,99,B
product,PC.1100.050,house.prev,[-],0.8,1,point,0,99,B
product,SE.0300.020,f.residual,[-],0.01,0,point,0,99,B
product,SE.0300.020,volume,m^3,24,0,Point,0,99,B
product,SE.0300.020,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,SE.0300.020,mass,g,100,1,Lognormal,0,99,B
product,SE.0300.020,use.freq,1/year,17,1,lognormal,0,99,B
product,SE.0300.020,duration,minutes,30,1,Lognormal,0,99,B
product,SE.0300.020,use.prev,[-],0.01,1,point,0,12,B
product,SE.0300.020,use.prev,[-],0.28,1,point,13,99,M
product,SE.0300.020,use.prev,[-],0.28,1,point,13,99,W
product,SE.0300.020,f.contact,[-],0.005,0,Point,0,99,B
product,SE.0300.020,house.prev,[-],0.28,1,point,0,99,B
product,SE.0400.020,f.residual,[-],0.01,0,point,0,99,B
product,SE.0400.020,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,SE.0400.020,volume,m^3,24,0,Point,0,99,B
product,SE.0400.020,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,SE.0400.020,mass,g,30,1,Lognormal,0,99,B
product,SE.0400.020,use.freq,1/year,10.5,1,lognormal,0,99,B
product,SE.0400.020,duration,minutes,9,1,Lognormal,0,99,B
product,SE.0400.020,use.prev,[-],0,1,point,0,12,B
product,SE.0400.020,use.prev,[-],0.27,1,point,13,99,M
product,SE.0400.020,use.prev,[-],0.27,1,point,13,99,W
product,SE.0400.020,f.contact,[-],0.01,0,Point,0,99,B
product,SE.0400.020,house.prev,[-],0.27,1,point,0,99,B
product,SE.0400.020,f.contact,[-],0.017,0,Point,0,99,B
product,SE.0800.030,f.residual,[-],0.01,0,point,0,99,B
product,SE.0800.030,volume,m^3,24,0,Point,0,99,B
product,SE.0800.030,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,SE.0800.030,mass,g,5,1,Lognormal,0,99,B
product,SE.0800.030,use.freq,1/year,12,1,lognormal,0,99,B
product,SE.0800.030,duration,minutes,20,1,Lognormal,0,99,B
product,SE.0800.030,use.prev,[-],0,1,point,0,12,B
product,SE.0800.030,use.prev,[-],0.02,1,point,13,99,M
product,SE.0800.030,use.prev,[-],0.2,1,point,13,99,W
product,SE.0800.030,f.contact,[-],1,0,Point,0,99,B
product,SE.0800.030,house.prev,[-],0.2,1,point,0,99,B
product,VE.0200.010,f.residual,[-],0.02,0,point,0,99,B
product,VE.0200.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,VE.0200.010,volume,m^3,24,0,Point,0,99,B
product,VE.0200.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,VE.0200.010,mass,g,1730,1,Lognormal,0,99,B
product,VE.0200.010,use.freq,1/year,2,1,lognormal,0,99,B
product,VE.0200.010,duration,minutes,120,1,Lognormal,0,99,B
product,VE.0200.010,use.prev,[-],0,1,point,0,12,B
product,VE.0200.010,use.prev,[-],0.43,1,point,13,99,M
product,VE.0200.010,use.prev,[-],0.43,1,point,13,99,W
product,VE.0200.010,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0200.010,house.prev,[-],0.43,1,point,0,99,B
product,VE.0200.010,f.contact,[-],0.00029,0,Point,0,99,B
product,VE.0200.030,f.residual,[-],0.01,0,point,0,99,B
product,VE.0200.030,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,VE.0200.030,volume,m^3,480,0,Point,0,99,B
product,VE.0200.030,mass,g,90,1,Lognormal,0,99,B
product,VE.0200.030,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0200.030,duration,minutes,25,1,Lognormal,0,99,B
product,VE.0200.030,use.prev,[-],0,1,point,0,12,B
product,VE.0200.030,use.prev,[-],0.16,1,point,13,99,M
product,VE.0200.030,use.prev,[-],0.16,1,point,13,99,W
product,VE.0200.030,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0200.030,house.prev,[-],0.16,1,point,0,99,B
product,VE.0400.030,f.residual,[-],0.01,0,point,0,99,B
product,VE.0400.030,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,VE.0400.030,volume,m^3,480,0,Point,0,99,B
product,VE.0400.030,mass,g,150,1,Lognormal,0,99,B
product,VE.0400.030,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0400.030,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0400.030,use.prev,[-],0,1,point,0,12,B
product,VE.0400.030,use.prev,[-],0.41,1,point,13,99,M
product,VE.0400.030,use.prev,[-],0.26,1,point,13,99,W
product,VE.0400.030,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0400.030,house.prev,[-],0.41,1,point,0,99,B
product,VE.0400.050,f.residual,[-],0.01,0,point,0,99,B
product,VE.0400.050,volume,m^3,480,0,Point,0,99,B
product,VE.0400.050,mass,g,150,1,Lognormal,0,99,B
product,VE.0400.050,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0400.050,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0400.050,use.prev,[-],0,1,point,0,12,B
product,VE.0400.050,use.prev,[-],0.41,1,point,13,99,M
product,VE.0400.050,use.prev,[-],0.26,1,point,13,99,W
product,VE.0400.050,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0400.050,house.prev,[-],0.41,1,point,0,99,B
