source.type,pucid,variable,units,mean,CV,dist.type,min.age,max.age,gender
product,AC.0500.010,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,AC.0500.010,volume,m^3,24,0,Point,0,99,B
product,AC.0500.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0500.010,mass,g,15,1,Lognormal,0,99,B
product,AC.0500.010,use.freq,1/year,12,1,lognormal,0,99,B
product,AC.0500.010,duration,minutes,18,1,Lognormal,0,99,B
product,AC.0500.010,use.prev,[-],0.4,1,point,0,12,B
product,AC.0500.010,use.prev,[-],0.26,1,point,13,99,M
product,AC.0500.010,use.prev,[-],0.26,1,point,13,99,W
product,AC.0500.010,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0500.010,house.prev,[-],0.4,1,point,0,99,B
product,AC.0500.010,mass,g,30,1,Lognormal,0,99,B
product,AC.0500.010,use.freq,1/year,22,1,lognormal,0,99,B
product,AC.0500.010,duration,minutes,22,1,Lognormal,0,99,B
product,AC.0500.010,f.contact,[-],0.017,0,Point,0,99,B
product,AC.0500.020,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.020,volume,m^3,24,0,Point,0,99,B
product,AC.0500.020,f.drain,[-],1,0,Uniform,0,99,B
product,AC.0500.020,mass,g,15,1,Lognormal,0,99,B
product,AC.0500.020,use.freq,1/year,12,1,lognormal,0,99,B
product,AC.0500.020,duration,minutes,5,1,Lognormal,0,99,B
product,AC.0500.020,use.prev,[-],0.02,1,point,0,12,B
product,AC.0500.020,use.prev,[-],0.01,1,point,13,99,M
product,AC.0500.020,use.prev,[-],0.02,1,point,13,99,W
product,AC.0500.020,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0500.020,house.prev,[-],0.02,1,point,0,99,B
product,AC.0500.030,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.030,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,AC.0500.030,volume,m^3,24,0,Point,0,99,B
product,AC.0500.030,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0500.030,mass,g,50,1,Lognormal,0,99,B
product,AC.0500.030,use.freq,1/year,12,1,lognormal,0,99,B
product,AC.0500.030,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0500.030,use.prev,[-],0.02,1,point,0,12,B
product,AC.0500.030,use.prev,[-],0.01,1,point,13,99,M
product,AC.0500.030,use.prev,[-],0.02,1,point,13,99,W
product,AC.0500.030,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0500.030,house.prev,[-],0.02,1,point,0,99,B
product,AC.0500.040,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.040,volume,m^3,24,0,Point,0,99,B
product,AC.0500.040,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0500.040,mass,g,30,1,Lognormal,0,99,B
product,AC.0500.040,use.freq,1/year,24,1,lognormal,0,99,B
product,AC.0500.040,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0500.040,use.prev,[-],0.4,1,point,0,12,B
product,AC.0500.040,use.prev,[-],0.05,1,point,13,99,M
product,AC.0500.040,use.prev,[-],0.2,1,point,13,99,W
product,AC.0500.040,f.contact,[-],0.047,0,Point,0,99,B
product,AC.0500.040,house.prev,[-],0.4,1,point,0,99,B
product,AC.0100.010,f.residual,[-],0.01,0,point,0,99,B
product,AC.0100.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,AC.0100.010,volume,m^3,24,0,Point,0,99,B
product,AC.0100.010,f.drain,[-],1,0,Uniform,0,99,B
product,AC.0100.010,mass,g,15,1,Lognormal,0,99,B
product,AC.0100.010,use.freq,1/year,12,1,lognormal,0,12,B
product,AC.0100.010,use.freq,1/year,6,1,lognormal,13,99,B
product,AC.0100.010,duration,minutes,20,1,Lognormal,0,99,B
product,AC.0100.010,use.prev,[-],0.2,1,point,0,12,B
product,AC.0100.010,use.prev,[-],0.01,1,point,13,99,M
product,AC.0100.010,use.prev,[-],0.01,1,point,13,99,W
product,AC.0100.010,f.contact,[-],1,0,Point,0,99,B
product,AC.0100.010,house.prev,[-],0.2,1,point,0,99,B
product,AC.0200.010,f.residual,[-],0.01,0,point,0,99,B
product,AC.0200.010,volume,m^3,24,0,Point,0,99,B
product,AC.0200.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,AC.0200.010,mass,g,20,1,Lognormal,0,99,B
product,AC.0200.010,use.freq,1/year,12,1,lognormal,0,99,B
product,AC.0200.010,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0200.010,use.prev,[-],0.6,1,point,0,12,B
product,AC.0200.010,use.prev,[-],0.05,1,point,13,99,M
product,AC.0200.010,use.prev,[-],0.05,1,point,13,99,W
product,AC.0200.010,f.contact,[-],0.05,0,Point,0,99,B
product,AC.0200.010,house.prev,[-],0.6,1,point,0,99,B
product,AC.0500.050,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.050,volume,m^3,24,0,Point,0,99,B
product,AC.0500.050,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,AC.0500.050,mass,g,30,1,Lognormal,0,99,B
product,AC.0500.050,use.freq,1/year,12,1,lognormal,0,99,B
product,AC.0500.050,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0500.050,use.prev,[-],0.3,1,point,0,12,B
product,AC.0500.050,use.prev,[-],0.02,1,point,13,99,M
product,AC.0500.050,use.prev,[-],0.2,1,point,13,99,W
product,AC.0500.050,f.contact,[-],0.047,0,Point,0,99,B
product,AC.0500.050,house.prev,[-],0.3,1,point,0,99,B
product,AC.0200.020,f.residual,[-],0.01,0,point,0,99,B
product,AC.0200.020,volume,m^3,24,0,Point,0,99,B
product,AC.0200.020,mass,g,0.1,1,Lognormal,0,99,B
product,AC.0200.020,use.freq,1/year,52,1,lognormal,0,12,B
product,AC.0200.020,use.freq,1/year,12,1,lognormal,13,99,B
product,AC.0200.020,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0200.020,use.prev,[-],1,1,point,0,12,B
product,AC.0200.020,use.prev,[-],0.05,1,point,13,99,M
product,AC.0200.020,use.prev,[-],0.05,1,point,13,99,W
product,AC.0200.020,f.contact,[-],0.001,0,Point,0,99,B
product,AC.0200.020,house.prev,[-],1,1,point,0,99,B
product,AC.0300.010,f.residual,[-],0.01,0,point,0,99,B
product,AC.0300.010,volume,m^3,24,0,Point,0,99,B
product,AC.0300.010,f.drain,[-],1,0,Uniform,0,99,B
product,AC.0300.010,mass,g,50,1,Lognormal,0,99,B
product,AC.0300.010,use.freq,1/year,4,1,lognormal,0,99,B
product,AC.0300.010,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0300.010,use.prev,[-],0.01,1,point,0,12,B
product,AC.0300.010,use.prev,[-],0.01,1,point,13,99,M
product,AC.0300.010,use.prev,[-],0.01,1,point,13,99,W
product,AC.0300.010,f.contact,[-],0.028,0,Point,0,99,B
product,AC.0300.010,house.prev,[-],0.01,1,point,0,99,B
product,AC.0300.020,f.residual,[-],0.01,0,point,0,99,B
product,AC.0300.020,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,AC.0300.020,volume,m^3,24,0,Point,0,99,B
product,AC.0300.020,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0300.020,mass,g,15,1,Lognormal,0,99,B
product,AC.0300.020,use.freq,1/year,4,1,lognormal,0,99,B
product,AC.0300.020,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0300.020,use.prev,[-],0.02,1,point,0,12,B
product,AC.0300.020,use.prev,[-],0.01,1,point,13,99,M
product,AC.0300.020,use.prev,[-],0.02,1,point,13,99,W
product,AC.0300.020,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0300.020,house.prev,[-],0.02,1,point,0,99,B
product,AC.0300.020,f.contact,[-],0.093,0,Point,0,99,B
product,AC.0200.030,f.residual,[-],0.01,0,point,0,99,B
product,AC.0200.030,volume,m^3,24,0,Point,0,99,B
product,AC.0200.030,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,AC.0200.030,mass,g,20,1,Lognormal,0,99,B
product,AC.0200.030,use.freq,1/year,100,1,lognormal,0,99,B
product,AC.0200.030,duration,minutes,45,1,Lognormal,0,99,B
product,AC.0200.030,use.prev,[-],0.2,1,point,0,12,B
product,AC.0200.030,use.prev,[-],0,1,point,13,99,M
product,AC.0200.030,use.prev,[-],0.01,1,point,13,99,W
product,AC.0200.030,f.contact,[-],0.5,0,Point,0,99,B
product,AC.0200.030,house.prev,[-],0.2,1,point,0,99,B
product,AC.0500.060,f.residual,[-],0.01,0,point,0,99,B
product,AC.0500.060,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,AC.0500.060,volume,m^3,24,0,Point,0,99,B
product,AC.0500.060,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0500.060,mass,g,140,1,Lognormal,0,99,B
product,AC.0500.060,use.freq,1/year,3,1,lognormal,0,99,B
product,AC.0500.060,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0500.060,use.prev,[-],0.01,1,point,0,12,B
product,AC.0500.060,use.prev,[-],0.1,1,point,13,99,M
product,AC.0500.060,use.prev,[-],0.1,1,point,13,99,W
product,AC.0500.060,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0500.060,house.prev,[-],0.1,1,point,0,99,B
product,AC.0400.010,volume,m^3,24,0,Point,0,99,B
product,AC.0400.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,AC.0400.010,mass,g,100,1,Lognormal,0,99,B
product,AC.0400.010,use.freq,1/year,1,1,lognormal,0,99,B
product,AC.0400.010,duration,minutes,60,1,Lognormal,0,99,B
product,AC.0400.010,use.prev,[-],0.01,1,point,0,12,B
product,AC.0400.010,use.prev,[-],0.01,1,point,13,99,M
product,AC.0400.010,use.prev,[-],0.01,1,point,13,99,W
product,AC.0400.010,f.contact,[-],0.01,0,Point,0,99,B
product,AC.0400.010,house.prev,[-],0.01,1,point,0,99,B
product,AC.0800.010,f.residual,[-],0.01,0,point,0,99,B
product,AC.0800.010,volume,m^3,24,0,Point,0,99,B
product,AC.0800.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,AC.0800.010,mass,g,100,1,Lognormal,0,99,B
product,AC.0800.010,use.freq,1/year,24,1,lognormal,0,99,B
product,AC.0800.010,duration,minutes,60,1,Lognormal,0,99,B
product,AC.0800.010,use.prev,[-],0.01,1,point,0,12,B
product,AC.0800.010,use.prev,[-],0.01,1,point,13,99,M
product,AC.0800.010,use.prev,[-],0.01,1,point,13,99,W
product,AC.0800.010,f.contact,[-],0.005,0,Point,0,99,B
product,AC.0800.010,house.prev,[-],0.01,1,point,0,99,B
product,SE.0600.010,f.residual,[-],0.01,0,point,0,99,B
product,SE.0600.010,volume,m^3,24,0,Point,0,99,B
product,SE.0600.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,SE.0600.010,mass,g,15,1,Lognormal,0,99,B
product,SE.0600.010,use.freq,1/year,12,1,lognormal,0,99,B
product,SE.0600.010,duration,minutes,30,1,Lognormal,0,99,B
product,SE.0600.010,use.prev,[-],0,1,point,0,12,B
product,SE.0600.010,use.prev,[-],0.02,1,point,13,99,M
product,SE.0600.010,use.prev,[-],0.02,1,point,13,99,W
product,SE.0600.010,f.contact,[-],0.033,0,Point,0,99,B
product,SE.0600.010,house.prev,[-],0.02,1,point,0,99,B
product,AC.0700.020,f.residual,[-],0.01,0,point,0,99,B
product,AC.0700.020,volume,m^3,24,0,Point,0,99,B
product,AC.0700.020,mass,g,0.1,1,Lognormal,0,99,B
product,AC.0700.020,use.freq,1/year,365,1,lognormal,0,99,B
product,AC.0700.020,duration,minutes,30,1,Lognormal,0,99,B
product,AC.0700.020,use.prev,[-],1,1,point,0,12,B
product,AC.0700.020,use.prev,[-],1,1,point,13,99,M
product,AC.0700.020,use.prev,[-],1,1,point,13,99,W
product,AC.0700.020,f.contact,[-],0.05,0,Point,0,99,B
product,AC.0700.020,house.prev,[-],1,1,point,0,99,B
product,AC.0200.040,f.residual,[-],0.01,0,point,0,99,B
product,AC.0200.040,volume,m^3,24,0,Point,0,99,B
product,AC.0200.040,mass,g,350,1,Lognormal,0,99,B
product,AC.0200.040,use.freq,1/year,52,1,lognormal,0,99,B
product,AC.0200.040,duration,minutes,20,1,Lognormal,0,99,B
product,AC.0200.040,use.prev,[-],0.4,1,point,0,12,B
product,AC.0200.040,use.prev,[-],0.01,1,point,13,99,M
product,AC.0200.040,use.prev,[-],0.05,1,point,13,99,W
product,AC.0200.040,f.contact,[-],0.2,0,Point,0,99,B
product,AC.0200.040,house.prev,[-],0.4,1,point,0,99,B
product,VE.0500.010,f.residual,[-],0.01,0,point,0,99,B
product,VE.0500.010,volume,m^3,480,0,Point,0,99,B
product,VE.0500.010,mass,g,960,1,Lognormal,0,99,B
product,VE.0500.010,use.freq,1/year,1,1,lognormal,0,99,B
product,VE.0500.010,duration,minutes,20,1,Lognormal,0,99,B
product,VE.0500.010,use.prev,[-],0,1,point,0,12,B
product,VE.0500.010,use.prev,[-],0.1,1,point,13,99,M
product,VE.0500.010,use.prev,[-],0.03,1,point,13,99,W
product,VE.0500.010,f.contact,[-],0.00052,0,Point,0,99,B
product,VE.0500.010,house.prev,[-],0.1,1,point,0,99,B
product,VE.0300.010,f.residual,[-],0.01,0,point,0,99,B
product,VE.0300.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,VE.0300.010,volume,m^3,480,0,Point,0,99,B
product,VE.0300.010,mass,g,10,1,Lognormal,0,99,B
product,VE.0300.010,use.freq,1/year,6,1,lognormal,0,99,B
product,VE.0300.010,duration,minutes,10,1,Lognormal,0,99,B
product,VE.0300.010,use.prev,[-],0,1,point,0,12,B
product,VE.0300.010,use.prev,[-],0.4,1,point,13,99,M
product,VE.0300.010,use.prev,[-],0.2,1,point,13,99,W
product,VE.0300.010,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0300.010,house.prev,[-],0.4,1,point,0,99,B
product,VE.0300.010,f.contact,[-],0.05,0,Point,0,99,B
product,VE.0500.020,f.residual,[-],0.01,0,point,0,99,B
product,VE.0500.020,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,VE.0500.020,volume,m^3,480,0,Point,0,99,B
product,VE.0500.020,mass,g,115,1,Lognormal,0,99,B
product,VE.0500.020,use.freq,1/year,3,1,lognormal,0,99,B
product,VE.0500.020,duration,minutes,15,1,Lognormal,0,99,B
product,VE.0500.020,use.prev,[-],0,1,point,0,12,B
product,VE.0500.020,use.prev,[-],0.07,1,point,13,99,M
product,VE.0500.020,use.prev,[-],0.05,1,point,13,99,W
product,VE.0500.020,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0500.020,house.prev,[-],0.07,1,point,0,99,B
product,VE.0500.020,f.contact,[-],0.0043,0,Point,0,99,B
product,VE.0500.030,f.residual,[-],0.01,0,point,0,99,B
product,VE.0500.030,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,VE.0500.030,volume,m^3,480,0,Point,0,99,B
product,VE.0500.030,mass,g,50,1,Lognormal,0,99,B
product,VE.0500.030,use.freq,1/year,11,1,lognormal,0,99,B
product,VE.0500.030,duration,minutes,10,1,Lognormal,0,99,B
product,VE.0500.030,use.prev,[-],0,1,point,0,12,B
product,VE.0500.030,use.prev,[-],0.18,1,point,13,99,M
product,VE.0500.030,use.prev,[-],0.18,1,point,13,99,W
product,VE.0500.030,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0500.030,house.prev,[-],0.18,1,point,0,99,B
product,VE.0100.010,f.residual,[-],0.01,0,point,0,99,B
product,VE.0100.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,VE.0100.010,volume,m^3,480,0,Point,0,99,B
product,VE.0100.010,mass,g,360,1,Lognormal,0,99,B
product,VE.0100.010,use.freq,1/year,5,1,lognormal,0,99,B
product,VE.0100.010,duration,minutes,50,1,Lognormal,0,99,B
product,VE.0100.010,use.prev,[-],0,1,point,0,12,B
product,VE.0100.010,use.prev,[-],0.1,1,point,13,99,M
product,VE.0100.010,use.prev,[-],0.01,1,point,13,99,W
product,VE.0100.010,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0100.010,house.prev,[-],0.1,1,point,0,99,B
product,VE.0100.010,f.contact,[-],0.0014,0,Point,0,99,B
product,VE.0500.040,f.residual,[-],0.01,0,point,0,99,B
product,VE.0500.040,volume,m^3,480,0,Point,0,99,B
product,VE.0500.040,mass,g,30,1,Lognormal,0,99,B
product,VE.0500.040,use.freq,1/year,0.5,1,lognormal,0,99,B
product,VE.0500.040,duration,minutes,20,1,Lognormal,0,99,B
product,VE.0500.040,use.prev,[-],0,1,point,0,12,B
product,VE.0500.040,use.prev,[-],0.01,1,point,13,99,M
product,VE.0500.040,use.prev,[-],0.01,1,point,13,99,W
product,VE.0500.040,f.contact,[-],0.017,0,Point,0,99,B
product,VE.0500.040,house.prev,[-],0.01,1,point,0,99,B
product,VE.0200.020,f.residual,[-],0.01,0,point,0,99,B
product,VE.0200.020,volume,m^3,480,0,Point,0,99,B
product,VE.0200.020,mass,g,500,1,Lognormal,0,99,B
product,VE.0200.020,use.freq,1/year,2,1,lognormal,0,99,B
product,VE.0200.020,duration,minutes,120,1,Lognormal,0,99,B
product,VE.0200.020,use.prev,[-],0,1,point,0,12,B
product,VE.0200.020,use.prev,[-],0.01,1,point,13,99,M
product,VE.0200.020,use.prev,[-],0.01,1,point,13,99,W
product,VE.0200.020,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0200.020,house.prev,[-],0.01,1,point,0,99,B
product,VE.0200.040,f.residual,[-],0.01,0,point,0,99,B
product,VE.0200.040,volume,m^3,480,0,Point,0,99,B
product,VE.0200.040,mass,g,100,1,Lognormal,0,99,B
product,VE.0200.040,use.freq,1/year,2,1,lognormal,0,99,B
product,VE.0200.040,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0200.040,use.prev,[-],0,1,point,0,12,B
product,VE.0200.040,use.prev,[-],0.01,1,point,13,99,M
product,VE.0200.040,use.prev,[-],0.01,1,point,13,99,W
product,VE.0200.040,f.contact,[-],0.005,0,Point,0,99,B
product,VE.0200.040,house.prev,[-],0.01,1,point,0,99,B
product,VE.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,VE.0400.010,volume,m^3,480,0,Point,0,99,B
product,VE.0400.010,mass,g,150,1,Lognormal,0,99,B
product,VE.0400.010,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0400.010,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0400.010,use.prev,[-],0,1,point,0,12,B
product,VE.0400.010,use.prev,[-],0.41,1,point,13,99,M
product,VE.0400.010,use.prev,[-],0.26,1,point,13,99,W
product,VE.0400.010,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0400.010,house.prev,[-],0.41,1,point,0,99,B
product,VE.0100.020,f.residual,[-],0.01,0,point,0,99,B
product,VE.0100.020,volume,m^3,480,0,Point,0,99,B
product,VE.0100.020,mass,g,150,1,Lognormal,0,99,B
product,VE.0100.020,use.freq,1/year,2,1,lognormal,0,99,B
product,VE.0100.020,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0100.020,use.prev,[-],0,1,point,0,12,B
product,VE.0100.020,use.prev,[-],0.03,1,point,13,99,M
product,VE.0100.020,use.prev,[-],0.01,1,point,13,99,W
product,VE.0100.020,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0100.020,house.prev,[-],0.03,1,point,0,99,B
product,VE.0100.020,f.contact,[-],0.0033,0,Point,0,99,B
product,VE.0400.020,f.residual,[-],0.01,0,point,0,99,B
product,VE.0400.020,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,VE.0400.020,volume,m^3,480,0,Point,0,99,B
product,VE.0400.020,mass,g,150,1,Lognormal,0,99,B
product,VE.0400.020,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0400.020,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0400.020,use.prev,[-],0,1,point,0,12,B
product,VE.0400.020,use.prev,[-],0.41,1,point,13,99,M
product,VE.0400.020,use.prev,[-],0.26,1,point,13,99,W
product,VE.0400.020,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0400.020,house.prev,[-],0.41,1,point,0,99,B
product,VE.0400.040,f.residual,[-],0.01,0,point,0,99,B
product,VE.0400.040,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,VE.0400.040,volume,m^3,480,0,Point,0,99,B
product,VE.0400.040,mass,g,300,1,Lognormal,0,99,B
product,VE.0400.040,use.freq,1/year,3,1,lognormal,0,99,B
product,VE.0400.040,duration,minutes,30,1,Lognormal,0,99,B
product,VE.0400.040,use.prev,[-],0,1,point,0,12,B
product,VE.0400.040,use.prev,[-],0.11,1,point,13,99,M
product,VE.0400.040,use.prev,[-],0.11,1,point,13,99,W
product,VE.0400.040,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0400.040,house.prev,[-],0.11,1,point,0,99,B
product,VE.0400.040,f.contact,[-],0.0017,0,Point,0,99,B
product,VE.0100.030,f.residual,[-],0.01,0,point,0,99,B
product,VE.0100.030,f.aerosol,[-],0.55,0.472377493,Uniform,0,99,B
product,VE.0100.030,volume,m^3,480,0,Point,0,99,B
product,VE.0100.030,mass,g,90,1,Lognormal,0,99,B
product,VE.0100.030,use.freq,1/year,12,1,lognormal,0,99,B
product,VE.0100.030,duration,minutes,25,1,Lognormal,0,99,B
product,VE.0100.030,use.prev,[-],0,1,point,0,12,B
product,VE.0100.030,use.prev,[-],0.16,1,point,13,99,M
product,VE.0100.030,use.prev,[-],0.16,1,point,13,99,W
product,VE.0100.030,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0100.030,house.prev,[-],0.16,1,point,0,99,B
product,VE.0500.050,f.residual,[-],0.01,0,point,0,99,B
product,VE.0500.050,volume,m^3,480,0,Point,0,99,B
product,VE.0500.050,mass,g,910,1,Lognormal,0,99,B
product,VE.0500.050,use.freq,1/year,4,1,lognormal,0,99,B
product,VE.0500.050,duration,minutes,20,1,Lognormal,0,99,B
product,VE.0500.050,use.prev,[-],0,1,point,0,12,B
product,VE.0500.050,use.prev,[-],0.25,1,point,13,99,M
product,VE.0500.050,use.prev,[-],0.25,1,point,13,99,W
product,VE.0500.050,f.contact,[-],0.00055,0,Point,0,99,B
product,VE.0500.050,house.prev,[-],0.25,1,point,0,99,B
product,VE.0100.040,f.residual,[-],0.01,0,point,0,99,B
product,VE.0100.040,f.aerosol,[-],0.15,0.19245009,Uniform,0,99,B
product,VE.0100.040,volume,m^3,480,0,Point,0,99,B
product,VE.0100.040,mass,g,100,1,Lognormal,0,99,B
product,VE.0100.040,use.freq,1/year,24,1,lognormal,0,99,B
product,VE.0100.040,duration,minutes,10,1,Lognormal,0,99,B
product,VE.0100.040,use.prev,[-],0,1,point,0,12,B
product,VE.0100.040,use.prev,[-],0.2,1,point,13,99,M
product,VE.0100.040,use.prev,[-],0.05,1,point,13,99,W
product,VE.0100.040,f.contact,[-],0.01,0,Point,0,99,B
product,VE.0100.040,house.prev,[-],0.2,1,point,0,99,B
product,HM.0100.010,f.residual,[-],0.01,0,point,0,99,B
product,HM.0100.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,HM.0100.010,volume,m^3,24,0,Point,0,99,B
product,HM.0100.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0100.010,mass,g,700,1,Lognormal,0,99,B
product,HM.0100.010,use.freq,1/year,1,1,lognormal,0,99,B
product,HM.0100.010,duration,minutes,180,1,Lognormal,0,99,B
product,HM.0100.010,use.prev,[-],0,1,point,0,12,B
product,HM.0100.010,use.prev,[-],0.15,1,point,13,99,M
product,HM.0100.010,use.prev,[-],0.15,1,point,13,99,W
product,HM.0100.010,f.contact,[-],0.01,0,Point,0,99,B
product,HM.0100.010,house.prev,[-],0.15,1,point,0,99,B
product,HM.0100.010,f.drain,[-],0.15,0.577350269,Uniform,0,99,B
product,HM.0100.010,f.contact,[-],0.00071,0,Point,0,99,B
product,HM.0400.010,f.residual,[-],0.01,0,point,0,99,B
product,HM.0400.010,volume,m^3,24,0,Point,0,99,B
product,HM.0400.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0400.010,mass,g,75,1,Lognormal,0,99,B
product,HM.0400.010,use.freq,1/year,3,1,lognormal,0,99,B
product,HM.0400.010,duration,minutes,30,1,Lognormal,0,99,B
product,HM.0400.010,use.prev,[-],0,1,point,0,12,B
product,HM.0400.010,use.prev,[-],0.6,1,point,13,99,M
product,HM.0400.010,use.prev,[-],0.3,1,point,13,99,W
product,HM.0400.010,f.contact,[-],0.0067,0,Point,0,99,B
product,HM.0400.010,house.prev,[-],0.6,1,point,0,99,B
product,HM.0500.010,f.residual,[-],0.1,0,point,0,99,B
product,HM.0500.010,volume,m^3,480,0,Point,0,99,B
product,HM.0500.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0500.010,mass,g,8000,1,Lognormal,0,99,B
product,HM.0500.010,use.freq,1/year,1,1,lognormal,0,99,B
product,HM.0500.010,duration,minutes,120,1,Lognormal,0,99,B
product,HM.0500.010,use.prev,[-],0,1,point,0,12,B
product,HM.0500.010,use.prev,[-],0.02,1,point,13,99,M
product,HM.0500.010,use.prev,[-],0.01,1,point,13,99,W
product,HM.0500.010,f.contact,[-],6.20E-05,0,Point,0,99,B
product,HM.0500.010,house.prev,[-],0.02,1,point,0,99,B
product,HM.0600.010,f.residual,[-],0.01,0,point,0,99,B
product,HM.0600.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,HM.0600.010,volume,m^3,480,0,Point,0,99,B
product,HM.0600.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0600.010,mass,g,90,1,Lognormal,0,99,B
product,HM.0600.010,use.freq,1/year,6,1,lognormal,0,99,B
product,HM.0600.010,duration,minutes,20,1,Lognormal,0,99,B
product,HM.0600.010,use.prev,[-],0,1,point,0,12,B
product,HM.0600.010,use.prev,[-],0.08,1,point,13,99,M
product,HM.0600.010,use.prev,[-],0.08,1,point,13,99,W
product,HM.0600.010,f.contact,[-],0.01,0,Point,0,99,B
product,HM.0600.010,house.prev,[-],0.08,1,point,0,99,B
product,HM.0600.010,f.contact,[-],0.0056,0,Point,0,99,B
product,HM.0700.010,f.residual,[-],0.01,0,point,0,99,B
product,HM.0700.010,volume,m^3,24,0,Point,0,99,B
product,HM.0700.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0700.010,mass,g,100,1,Lognormal,0,99,B
product,HM.0700.010,use.freq,1/year,17,1,lognormal,0,99,B
product,HM.0700.010,duration,minutes,30,1,Lognormal,0,99,B
product,HM.0700.010,use.prev,[-],0.01,1,point,0,12,B
product,HM.0700.010,use.prev,[-],0.28,1,point,13,99,M
product,HM.0700.010,use.prev,[-],0.28,1,point,13,99,W
product,HM.0700.010,f.contact,[-],0.005,0,Point,0,99,B
product,HM.0700.010,house.prev,[-],0.28,1,point,0,99,B
product,HM.0800.010,f.residual,[-],0.02,0,point,0,99,B
product,HM.0800.010,f.aerosol,[-],0.75,0.19245009,Uniform,0,99,B
product,HM.0800.010,volume,m^3,24,0,Point,0,99,B
product,HM.0800.010,f.drain,[-],0.05,0.577350269,Uniform,0,99,B
product,HM.0800.010,mass,g,1730,1,Lognormal,0,99,B
product,HM.0800.010,use.freq,1/year,2,1,lognormal,0,99,B
product,HM.0800.010,duration,minutes,120,1,Lognormal,0,99,B
product,HM.0800.010,use.prev,[-],0,1,point,0,12,B
product,HM.0800.010,use.prev,[-],0.43,1,point,13,99,M
